Precinct	total_votes	votes|Jesse White	votes|Jason Helland	votes|Steve Dutner
Schaumburg 30	513	345	158	10
Schaumburg 31	733	523	192	18
Schaumburg 32	721	503	195	23
Schaumburg 33	466	318	129	19
Schaumburg 34	597	488	88	21
Schaumburg 35	385	289	89	7
Schaumburg 36	387	256	109	22
Schaumburg 37	393	275	110	8
Schaumburg 38	509	379	112	18
Schaumburg 39	816	565	237	14
Schaumburg 40	513	350	154	9
Schaumburg 41	491	332	145	14
Schaumburg 42	588	441	130	17
Schaumburg 43	458	353	91	14
Schaumburg 44	609	496	91	22
Schaumburg 45	571	424	137	10
Schaumburg 46	396	281	102	13
Schaumburg 47	534	353	169	12
Schaumburg 48	451	323	119	9
Schaumburg 49	394	297	84	13
Schaumburg 50	447	268	170	9
Schaumburg 51	425	330	84	11
Schaumburg 52	768	508	238	22
Schaumburg 53	548	380	161	7
Schaumburg 54	666	405	243	18
Schaumburg 55	487	320	154	13
Schaumburg 56	620	431	178	11
Schaumburg 57	740	477	246	17
Schaumburg 58	351	231	108	12
Schaumburg 59	747	471	262	14
Schaumburg 60	391	298	81	12
Schaumburg 61	800	561	222	17
Schaumburg 62	628	479	129	20
Schaumburg 63	509	336	154	19
Schaumburg 64	524	343	168	13
Schaumburg 65	407	302	99	6
Schaumburg 66	490	323	159	8
Schaumburg 67	525	356	153	16
Schaumburg 68	502	348	142	12
Schaumburg 69	472	319	137	16
Schaumburg 70	480	288	185	7
Schaumburg 71	501	369	116	16
Schaumburg 72	473	320	140	13
Schaumburg 73	650	427	208	15
Schaumburg 74	435	292	132	11
Schaumburg 75	498	319	171	8
Schaumburg 76	548	364	173	11
Schaumburg 77	694	519	160	15
Schaumburg 78	441	339	92	10
Stickney 1	261	183	71	7
Stickney 2	365	298	58	9
Stickney 3	698	525	161	12
Stickney 4	550	406	128	16
Stickney 5	614	426	161	27
Stickney 6	684	504	156	24
Stickney 7	285	217	59	9
Stickney 8	456	338	104	14
Stickney 9	460	328	113	19
Stickney 10	574	446	107	21
Stickney 11	534	396	121	17
Stickney 12	511	361	135	15
Stickney 13	424	323	88	13
Stickney 14	601	412	163	26
Stickney 15	556	417	127	12
Stickney 16	599	454	121	24
Stickney 17	345	269	68	8
Stickney 18	261	191	62	8
Stickney 19	436	327	92	17
Stickney 20	402	319	73	10
Thornton 1	290	279	7	4
Thornton 2	229	214	13	2
Thornton 3	445	416	19	10
Thornton 4	570	555	9	6
Thornton 5	353	323	21	9
Thornton 6	621	602	10	9
Thornton 7	469	457	7	5
Thornton 8	469	461	6	2
Thornton 9	302	295	6	1
Thornton 10	449	420	21	8
Thornton 11	251	227	14	10
Thornton 12	378	352	17	9
Thornton 13	444	366	61	17
Thornton 14	509	437	60	12
Thornton 15	451	432	11	8
Thornton 16	491	386	92	13
Thornton 17	551	469	76	6
Thornton 18	715	551	144	20
Thornton 19	597	495	90	12
Thornton 20	365	260	93	12
Thornton 21	699	632	56	11
Thornton 22	451	436	9	6
Thornton 23	441	397	33	11
Thornton 24	590	475	93	22
Thornton 25	538	427	97	14
Thornton 26	465	403	57	5
Thornton 27	621	583	28	10
Thornton 28	360	337	18	5
Thornton 29	278	273	2	3
Thornton 30	267	260	6	1
Thornton 31	134	121	11	2
Thornton 32	341	331	6	4
Thornton 33	442	425	10	7
Thornton 34	705	689	7	9
Thornton 35	695	656	24	15
Thornton 36	233	225	4	4
Thornton 37	592	472	115	5
Thornton 38	673	629	30	14
Thornton 39	359	352	4	3
Thornton 40	344	331	10	3
Thornton 41	334	307	22	5
Thornton 42	310	302	4	4
Thornton 43	450	335	106	9
Thornton 44	318	306	8	4
Thornton 45	423	413	5	5
Thornton 46	522	504	7	11
Thornton 47	382	312	61	9
Thornton 48	435	419	7	9
Thornton 49	244	237	3	4
Thornton 50	390	352	31	7
Thornton 51	431	319	98	14
Thornton 52	474	459	5	10
Thornton 53	324	316	4	4
Thornton 54	748	700	40	8
Thornton 55	334	325	7	2
Thornton 56	471	412	54	5
Thornton 57	385	283	85	17
Thornton 58	548	492	42	14
Thornton 59	343	329	8	6
Thornton 60	300	290	9	1
Thornton 61	312	287	20	5
Thornton 62	170	124	39	7
Thornton 63	250	223	25	2
Thornton 64	437	432	4	1
Thornton 65	630	484	124	22
Thornton 66	758	708	47	3
Thornton 67	675	527	123	25
Thornton 68	512	407	91	14
Thornton 69	335	329	2	4
Thornton 70	238	231	6	1
Thornton 71	262	252	5	5
Thornton 72	462	455	4	3
Thornton 73	693	648	34	11
Thornton 74	496	479	7	10
Thornton 75	461	450	6	5
Thornton 76	517	486	24	7
Thornton 77	719	700	12	7
Thornton 78	513	500	10	3
Thornton 79	615	561	44	10
Thornton 80	453	424	23	6
Thornton 81	441	419	13	9
Thornton 82	446	309	125	12
Thornton 83	628	606	15	7
Thornton 84	641	623	10	8
Thornton 85	426	418	5	3
Thornton 86	428	421	4	3
Thornton 87	662	650	7	5
Thornton 88	465	450	9	6
Thornton 89	660	636	20	4
Thornton 90	519	485	26	8
Thornton 91	488	456	27	5
Thornton 92	541	486	48	7
Thornton 93	320	310	5	5
Thornton 94	560	528	24	8
Thornton 95	353	343	5	5
Thornton 96	360	346	11	3
Thornton 97	209	168	34	7
Thornton 98	171	167	0	4
Thornton 99	400	370	23	7
Thornton 100	280	272	4	4
Thornton 101	401	387	8	6
Thornton 102	252	241	3	8
Thornton 103	271	260	7	4
Thornton 104	183	175	3	5
Thornton 105	422	410	6	6
Thornton 106	335	323	6	6
Thornton 107	671	644	24	3
Thornton 108	270	249	12	9
Thornton 109	326	317	7	2
Thornton 110	299	289	10	0
Thornton 111	335	317	11	7
Thornton 112	247	220	19	8
Thornton 113	231	224	4	3
Thornton 114	508	428	72	8
Thornton 115	473	460	6	7
Thornton 116	507	469	27	11
Thornton 117	586	479	91	16
Thornton 118	515	446	54	15
Thornton 119	445	428	8	9
Thornton 120	769	740	21	8
Thornton 121	379	360	14	5
Thornton 122	660	597	53	10
Thornton 123	339	321	16	2
Wheeling 1	541	352	178	11
Wheeling 2	453	285	155	13
Wheeling 3	633	436	183	14
Wheeling 4	425	298	121	6
Wheeling 5	577	401	163	13
Wheeling 6	382	262	109	11
Wheeling 7	860	591	250	19
Wheeling 8	445	291	140	14
Wheeling 9	429	317	107	5
Wheeling 10	769	513	235	21
Wheeling 11	765	506	244	15
Wheeling 12	845	534	287	24
Wheeling 13	556	332	213	11
Wheeling 14	501	335	156	10
Wheeling 15	566	371	176	19
Wheeling 16	217	163	53	1
Wheeling 17	517	335	162	20
Wheeling 18	549	359	171	19
Wheeling 19	799	550	229	20
Wheeling 20	693	481	194	18
Wheeling 21	455	270	173	12
Wheeling 22	689	470	200	19
Wheeling 23	589	367	214	8
Wheeling 24	546	358	184	4
Wheeling 25	726	545	155	26
Wheeling 26	888	623	243	22
Wheeling 27	895	621	258	16
Wheeling 28	839	502	317	20
Wheeling 29	353	235	104	14
Wheeling 30	833	532	283	18
Wheeling 31	430	277	143	10
Wheeling 32	428	255	161	12
Wheeling 33	314	212	86	16
Wheeling 34	787	515	251	21
Wheeling 35	575	384	185	6
Wheeling 36	937	630	293	14
Wheeling 37	623	456	144	23
Wheeling 38	681	475	182	24
Wheeling 39	650	462	162	26
Wheeling 40	627	421	193	13
Wheeling 41	1,030	657	355	18
Wheeling 42	793	493	277	23
Wheeling 43	556	393	142	21
Wheeling 44	731	467	252	12
Wheeling 45	501	355	134	12
Wheeling 46	964	631	303	30
Wheeling 47	470	315	143	12
Wheeling 48	516	351	151	14
Wheeling 49	657	503	136	18
Wheeling 50	450	344	87	19
Wheeling 51	713	440	259	14
Wheeling 52	516	365	147	4
Wheeling 53	697	429	259	9
Wheeling 54	749	448	282	19
Wheeling 55	597	435	150	12
Wheeling 56	526	362	155	9
Wheeling 57	716	450	236	30
Wheeling 58	489	297	179	13
Wheeling 59	651	446	184	21
Wheeling 60	440	325	100	15
Wheeling 61	743	452	264	27
Wheeling 62	684	476	191	17
Wheeling 63	454	313	126	15
Wheeling 64	842	615	214	13
Wheeling 65	789	510	269	10
Wheeling 66	761	497	245	19
Wheeling 67	376	290	85	1
Wheeling 68	379	233	138	8
Wheeling 69	589	412	167	10
Wheeling 70	825	558	253	14
Wheeling 71	967	636	305	26
Wheeling 72	588	405	167	16
Wheeling 73	577	427	142	8
Wheeling 74	432	310	112	10
Wheeling 75	606	404	189	13
Wheeling 76	669	465	182	22
Wheeling 77	225	161	58	6
Wheeling 78	902	637	249	16
Wheeling 79	539	365	153	21
Wheeling 80	437	322	101	14
Wheeling 81	502	352	136	14
Wheeling 82	805	564	219	22
Wheeling 83	937	620	309	8
Wheeling 84	743	525	187	31
Wheeling 85	490	309	168	13
Wheeling 86	703	458	234	11
Wheeling 87	584	384	190	10
Wheeling 88	667	486	158	23
Wheeling 89	370	257	99	14
Wheeling 90	594	411	165	18
Wheeling 91	746	545	187	14
Wheeling 92	934	604	309	21
Worth 1	282	212	65	5
Worth 2	598	425	164	9
Worth 3	584	400	170	14
Worth 4	734	587	114	33
Worth 5	596	398	177	21
Worth 6	550	375	159	16
Worth 7	548	346	186	16
Worth 8	583	476	88	19
Worth 9	609	470	124	15
Worth 10	670	537	117	16
Worth 11	565	413	136	16
Worth 12	335	239	87	9
Worth 13	619	457	145	17
Worth 14	486	399	71	16
Worth 15	731	560	144	27
Worth 16	688	451	211	26
Worth 17	570	463	92	15
Worth 18	449	244	199	6
Worth 19	539	405	107	27
Worth 20	377	312	54	11
Worth 21	738	550	168	20
Worth 22	442	307	121	14
Worth 23	591	379	195	17
Worth 24	267	232	30	5
Worth 25	630	474	137	19
Worth 26	410	301	97	12
Worth 27	461	314	132	15
Worth 28	369	287	70	12
Worth 29	456	395	46	15
Worth 30	601	425	155	21
Worth 31	679	545	115	19
Worth 32	384	297	77	10
Worth 33	511	347	143	21
Worth 34	495	394	83	18
Worth 35	599	422	162	15
Worth 36	587	457	111	19
Worth 37	414	372	35	7
Worth 38	619	523	82	14
Worth 39	524	385	123	16
Worth 40	575	454	106	15
Worth 41	301	217	76	8
Worth 42	451	307	123	21
Worth 43	327	319	4	4
Worth 44	354	242	100	12
Worth 45	465	347	110	8
Worth 46	676	478	170	28
Worth 47	293	219	65	9
Worth 48	420	295	114	11
Worth 49	351	250	90	11
Worth 50	626	414	189	23
Worth 51	373	246	113	14
Worth 52	344	230	101	13
Worth 53	538	388	134	16
Worth 54	582	461	105	16
Worth 55	275	207	62	6
Worth 56	559	389	155	15
Worth 57	617	469	131	17
Worth 58	595	422	151	22
Worth 59	708	626	68	14
Worth 60	315	212	98	5
Worth 61	454	301	129	24
Worth 62	324	214	91	19
Worth 63	521	392	119	10
Worth 64	781	475	283	23
Worth 65	839	489	331	19
Worth 66	406	269	132	5
Worth 67	326	208	111	7
Worth 68	439	387	35	17
Worth 69	643	522	104	17
Worth 70	652	464	167	21
Worth 71	436	294	125	17
Worth 72	602	467	123	12
Worth 73	342	272	62	8
Worth 74	283	202	71	10
Worth 75	637	474	147	16
Worth 76	256	192	53	11
Worth 77	557	412	129	16
Worth 78	656	463	169	24
Worth 79	372	228	133	11
Worth 80	622	533	73	16
Worth 81	407	240	148	19
Worth 82	520	359	147	14
Worth 83	234	191	36	7
Worth 84	550	399	136	15
Worth 85	554	393	138	23
Worth 86	517	376	123	18
Worth 87	471	324	128	19
Worth 88	324	248	71	5
Worth 89	733	448	276	9
Worth 90	574	430	123	21
Worth 91	311	219	83	9
Worth 92	559	414	132	13
Worth 93	306	216	81	9
Worth 94	582	424	132	26
Worth 95	600	380	209	11
Worth 96	661	551	94	16
Worth 97	448	381	56	11
Worth 98	610	446	146	18
Worth 99	328	235	85	8
Worth 100	555	390	156	9
