Precinct	total_votes	votes|Michael W. Frerichs	votes|Jim Dodge	votes|Michael Leheney
Schaumburg 31	719	426	271	22
Schaumburg 32	708	414	269	25
Schaumburg 33	457	251	183	23
Schaumburg 34	590	439	127	24
Schaumburg 35	384	237	132	15
Schaumburg 36	381	199	158	24
Schaumburg 37	388	232	141	15
Schaumburg 38	503	304	170	29
Schaumburg 39	803	451	321	31
Schaumburg 40	504	274	215	15
Schaumburg 41	484	266	206	12
Schaumburg 42	582	393	159	30
Schaumburg 43	454	320	115	19
Schaumburg 44	603	447	132	24
Schaumburg 45	563	362	183	18
Schaumburg 46	390	237	141	12
Schaumburg 47	525	274	232	19
Schaumburg 48	434	251	176	7
Schaumburg 49	388	242	129	17
Schaumburg 50	434	194	232	8
Schaumburg 51	422	293	114	15
Schaumburg 52	760	391	339	30
Schaumburg 53	543	297	225	21
Schaumburg 54	655	342	300	13
Schaumburg 55	474	222	230	22
Schaumburg 56	610	328	260	22
Schaumburg 57	729	360	351	18
Schaumburg 58	344	188	145	11
Schaumburg 59	729	355	355	19
Schaumburg 60	385	259	110	16
Schaumburg 61	789	474	288	27
Schaumburg 62	621	423	176	22
Schaumburg 63	498	261	223	14
Schaumburg 64	510	267	223	20
Schaumburg 65	402	246	147	9
Schaumburg 66	485	256	221	8
Schaumburg 67	520	286	210	24
Schaumburg 68	494	272	208	14
Schaumburg 69	463	244	197	22
Schaumburg 70	476	213	251	12
Schaumburg 71	491	315	161	15
Schaumburg 72	462	271	166	25
Schaumburg 73	630	351	258	21
Schaumburg 74	434	225	190	19
Schaumburg 75	490	244	233	13
Schaumburg 76	537	278	244	15
Schaumburg 77	684	434	227	23
Schaumburg 78	436	303	121	12
Stickney 1	256	136	107	13
Stickney 2	361	255	86	20
Stickney 3	695	442	223	30
Stickney 4	546	350	175	21
Stickney 5	602	356	204	42
Stickney 6	670	414	218	38
Stickney 7	285	186	88	11
Stickney 8	451	271	161	19
Stickney 9	457	283	150	24
Stickney 10	566	383	152	31
Stickney 11	520	312	182	26
Stickney 12	503	304	175	24
Stickney 13	415	263	126	26
Stickney 14	600	362	213	25
Stickney 15	554	354	174	26
Stickney 16	594	383	188	23
Stickney 17	340	207	116	17
Stickney 18	254	160	82	12
Stickney 19	424	261	129	34
Stickney 20	398	277	107	14
Thornton 1	286	271	10	5
Thornton 2	220	204	13	3
Thornton 3	443	390	35	18
Thornton 4	566	532	20	14
Thornton 5	349	302	38	9
Thornton 6	615	590	20	5
Thornton 7	461	437	13	11
Thornton 8	469	445	12	12
Thornton 9	284	268	13	3
Thornton 10	448	399	37	12
Thornton 11	250	220	20	10
Thornton 12	377	330	33	14
Thornton 13	441	320	97	24
Thornton 14	504	397	90	17
Thornton 15	450	416	25	9
Thornton 16	484	333	132	19
Thornton 17	544	424	110	10
Thornton 18	709	463	222	24
Thornton 19	591	453	125	13
Thornton 20	364	207	137	20
Thornton 21	693	581	94	18
Thornton 22	439	409	15	15
Thornton 23	438	373	48	17
Thornton 24	588	436	133	19
Thornton 25	525	355	151	19
Thornton 26	465	368	88	9
Thornton 27	615	567	39	9
Thornton 28	359	315	33	11
Thornton 29	276	264	7	5
Thornton 30	262	245	9	8
Thornton 31	134	114	13	7
Thornton 32	340	321	12	7
Thornton 33	438	405	20	13
Thornton 34	687	655	22	10
Thornton 35	680	625	32	23
Thornton 36	229	212	10	7
Thornton 37	582	411	160	11
Thornton 38	674	612	48	14
Thornton 39	358	332	11	15
Thornton 40	340	318	12	10
Thornton 41	331	291	33	7
Thornton 42	308	299	7	2
Thornton 43	443	276	150	17
Thornton 44	319	299	12	8
Thornton 45	414	400	10	4
Thornton 46	516	493	13	10
Thornton 47	378	272	99	7
Thornton 48	436	415	9	12
Thornton 49	237	226	8	3
Thornton 50	384	313	56	15
Thornton 51	429	270	142	17
Thornton 52	471	451	7	13
Thornton 53	314	304	7	3
Thornton 54	735	658	64	13
Thornton 55	332	310	15	7
Thornton 56	463	373	73	17
Thornton 57	380	227	131	22
Thornton 58	539	456	68	15
Thornton 59	338	309	22	7
Thornton 60	297	273	16	8
Thornton 61	313	272	32	9
Thornton 62	173	113	50	10
Thornton 63	248	205	38	5
Thornton 64	436	415	15	6
Thornton 65	623	427	169	27
Thornton 66	747	666	67	14
Thornton 67	664	444	180	40
Thornton 68	512	371	125	16
Thornton 69	332	313	9	10
Thornton 70	235	210	13	12
Thornton 71	256	242	8	6
Thornton 72	457	434	14	9
Thornton 73	689	618	53	18
Thornton 74	490	465	14	11
Thornton 75	459	435	17	7
Thornton 76	510	462	39	9
Thornton 77	710	659	26	25
Thornton 78	512	488	17	7
Thornton 79	610	516	70	24
Thornton 80	449	400	38	11
Thornton 81	436	401	27	8
Thornton 82	435	236	184	15
Thornton 83	625	590	23	12
Thornton 84	630	600	14	16
Thornton 85	419	400	8	11
Thornton 86	415	392	16	7
Thornton 87	655	626	16	13
Thornton 88	456	425	21	10
Thornton 89	651	601	37	13
Thornton 90	513	450	44	19
Thornton 91	486	429	49	8
Thornton 92	536	458	68	10
Thornton 93	319	295	13	11
Thornton 94	555	505	40	10
Thornton 95	343	327	6	10
Thornton 96	359	333	15	11
Thornton 97	209	156	44	9
Thornton 98	172	155	10	7
Thornton 99	401	348	40	13
Thornton 100	277	264	10	3
Thornton 101	389	364	16	9
Thornton 102	252	229	7	16
Thornton 103	268	249	13	6
Thornton 104	180	169	3	8
Thornton 105	413	391	8	14
Thornton 106	327	304	10	13
Thornton 107	662	615	37	10
Thornton 108	262	235	11	16
Thornton 109	317	298	11	8
Thornton 110	290	265	16	9
Thornton 111	331	304	16	11
Thornton 112	247	221	19	7
Thornton 113	227	209	7	11
Thornton 114	500	368	112	20
Thornton 115	463	439	17	7
Thornton 116	505	447	42	16
Thornton 117	582	430	133	19
Thornton 118	501	395	92	14
Thornton 119	438	410	17	11
Thornton 120	763	708	37	18
Thornton 121	370	344	18	8
Thornton 122	656	561	87	8
Thornton 123	336	301	27	8
Wheeling 1	534	314	210	10
Wheeling 2	448	232	208	8
Wheeling 3	618	348	248	22
Wheeling 4	420	240	165	15
Wheeling 5	570	331	222	17
Wheeling 6	372	222	135	15
Wheeling 7	841	500	317	24
Wheeling 8	433	235	185	13
Wheeling 9	423	265	147	11
Wheeling 10	758	402	329	27
Wheeling 11	760	399	337	24
Wheeling 12	838	408	399	31
Wheeling 13	539	238	286	15
Wheeling 14	497	268	214	15
Wheeling 15	558	309	230	19
Wheeling 16	219	140	71	8
Wheeling 17	516	313	178	25
Wheeling 18	544	283	235	26
Wheeling 19	789	447	318	24
Wheeling 20	683	364	291	28
Wheeling 21	452	200	238	14
Wheeling 22	672	384	269	19
Wheeling 23	579	264	301	14
Wheeling 24	524	213	305	6
Wheeling 25	716	444	244	28
Wheeling 26	869	483	355	31
Wheeling 27	888	499	366	23
Wheeling 28	828	394	408	26
Wheeling 29	350	195	142	13
Wheeling 30	827	413	393	21
Wheeling 31	423	229	184	10
Wheeling 32	423	208	202	13
Wheeling 33	310	193	95	22
Wheeling 34	769	397	343	29
Wheeling 35	570	312	252	6
Wheeling 36	918	501	393	24
Wheeling 37	607	401	175	31
Wheeling 38	672	404	243	25
Wheeling 39	642	371	246	25
Wheeling 40	626	328	277	21
Wheeling 41	1012	500	483	29
Wheeling 42	787	410	353	24
Wheeling 43	549	332	196	21
Wheeling 44	713	368	329	16
Wheeling 45	496	290	193	13
Wheeling 46	950	478	441	31
Wheeling 47	465	272	176	17
Wheeling 48	511	293	205	13
Wheeling 49	644	438	183	23
Wheeling 50	440	301	115	24
Wheeling 51	700	362	321	17
Wheeling 52	510	301	200	9
Wheeling 53	687	318	349	20
Wheeling 54	728	312	394	22
Wheeling 55	588	361	210	17
Wheeling 56	521	308	200	13
Wheeling 57	705	357	322	26
Wheeling 58	482	244	224	14
Wheeling 59	646	369	251	26
Wheeling 60	436	290	130	16
Wheeling 61	733	311	393	29
Wheeling 62	673	367	285	21
Wheeling 63	449	277	158	14
Wheeling 64	835	511	306	18
Wheeling 65	779	391	368	20
Wheeling 66	751	422	306	23
Wheeling 67	377	268	106	3
Wheeling 68	371	181	188	2
Wheeling 69	575	335	224	16
Wheeling 70	817	471	318	28
Wheeling 71	948	498	425	25
Wheeling 72	578	322	236	20
Wheeling 73	569	341	217	11
Wheeling 74	425	248	163	14
Wheeling 75	596	321	258	17
Wheeling 76	672	415	225	32
Wheeling 77	223	150	66	7
Wheeling 78	898	498	369	31
Wheeling 79	535	319	198	18
Wheeling 80	437	292	127	18
Wheeling 81	494	289	200	5
Wheeling 82	789	454	313	22
Wheeling 83	932	455	457	20
Wheeling 84	734	452	259	23
Wheeling 85	482	252	213	17
Wheeling 86	703	360	324	19
Wheeling 87	572	325	237	10
Wheeling 88	655	414	219	22
Wheeling 89	362	220	131	11
Wheeling 90	583	321	249	13
Wheeling 91	729	439	275	15
Wheeling 92	923	487	410	26
Worth 1	279	165	101	13
Worth 2	593	330	238	25
Worth 3	577	314	247	16
Worth 4	730	548	146	36
Worth 5	585	296	264	25
Worth 6	540	282	225	33
Worth 7	543	227	297	19
Worth 8	574	427	116	31
Worth 9	598	372	202	24
Worth 10	666	447	185	34
Worth 11	555	328	203	24
Worth 12	328	195	117	16
Worth 13	608	388	194	26
Worth 14	476	367	94	15
Worth 15	715	461	213	41
Worth 16	681	355	293	33
Worth 17	563	427	111	25
Worth 18	440	145	281	14
Worth 19	528	352	148	28
Worth 20	371	276	80	15
Worth 21	724	456	246	22
Worth 22	432	256	162	14
Worth 23	579	283	274	22
Worth 24	265	209	39	17
Worth 25	624	370	230	24
Worth 26	408	264	129	15
Worth 27	446	250	183	13
Worth 28	361	246	104	11
Worth 29	449	360	74	15
Worth 30	586	343	218	25
Worth 31	681	484	167	30
Worth 32	378	222	145	11
Worth 33	496	286	189	21
Worth 34	493	351	117	25
Worth 35	582	302	255	25
Worth 36	580	392	168	20
Worth 37	413	339	61	13
Worth 38	611	456	138	17
Worth 39	511	299	194	18
Worth 40	567	380	171	16
Worth 41	295	179	106	10
Worth 42	446	249	179	18
Worth 43	321	307	10	4
Worth 44	350	195	133	22
Worth 45	456	264	171	21
Worth 46	673	376	269	28
Worth 47	284	176	95	13
Worth 48	419	246	152	21
Worth 49	339	198	128	13
Worth 50	616	330	261	25
Worth 51	375	189	164	22
Worth 52	342	178	145	19
Worth 53	531	314	189	28
Worth 54	567	372	172	23
Worth 55	274	172	91	11
Worth 56	542	275	252	15
Worth 57	601	374	200	27
Worth 58	588	351	214	23
Worth 59	700	577	97	26
Worth 60	314	156	148	10
Worth 61	446	234	179	33
Worth 62	315	171	126	18
Worth 63	513	329	164	20
Worth 64	769	354	389	26
Worth 65	828	339	474	15
Worth 66	396	206	175	15
Worth 67	326	157	148	21
Worth 68	430	350	59	21
Worth 69	635	457	150	28
Worth 70	646	374	244	28
Worth 71	431	223	184	24
Worth 72	593	397	174	22
Worth 73	336	227	97	12
Worth 74	279	162	100	17
Worth 75	629	380	225	24
Worth 76	254	171	66	17
Worth 77	546	332	200	14
Worth 78	649	398	220	31
Worth 79	361	174	174	13
Worth 80	616	471	117	28
Worth 81	402	183	192	27
Worth 82	509	285	204	20
Worth 83	233	182	43	8
Worth 84	543	321	201	21
Worth 85	543	314	205	24
Worth 86	506	287	194	25
Worth 87	467	266	177	24
Worth 88	317	204	105	8
Worth 89	731	329	390	12
Worth 90	564	363	171	30
Worth 91	305	180	114	11
Worth 92	554	312	214	28
Worth 93	305	191	105	9
Worth 94	565	331	202	32
Worth 95	593	267	313	13
Worth 96	647	474	141	32
Worth 97	437	352	72	13
Worth 98	600	344	234	22
Worth 99	325	182	132	11
Worth 100	547	316	219	12
