Precinct	total_votes	votes|Joseph R. Biden & Kamala D. Harris	votes|Donald J. Trump & Michael R. Pence	votes|Howie Hawkins & Angela Walker	votes|Gloria La Riva & Leonard Peltier	votes|Brian Carroll & Amar Patel	votes|Jo Jorgensen & Jeremy ''Spike'' Cohen
40022	774	690	74	3	1	0	6
40023	765	678	72	6	2	2	5
40024	642	447	181	5	3	1	5
40025	760	685	66	2	2	0	5
40026	698	629	55	5	0	1	8
40027	849	712	122	6	2	2	5
40028	670	590	63	9	3	0	5
40029	656	501	145	5	2	0	3
40030	568	394	163	5	2	3	1
40031	715	649	55	5	1	0	5
40032	713	636	68	1	2	0	6
40033	628	579	40	3	2	0	4
40034	609	437	159	5	1	0	7
40035	504	379	111	7	1	2	4
40036	576	485	80	4	1	0	6
40037	692	585	97	5	2	0	3
40038	784	677	88	7	1	5	6
40039	285	208	76	0	0	1	0
41001	606	264	333	5	0	0	4
41002	651	268	375	3	0	0	5
41003	621	327	279	4	0	0	11
41004	607	330	269	3	1	1	3
41005	759	418	321	8	0	0	12
41006	694	398	282	2	0	0	12
41007	653	332	306	7	0	1	7
41008	636	322	300	3	1	0	10
41009	627	360	257	4	1	0	5
41010	629	354	262	2	0	2	9
41011	685	309	365	3	1	1	6
41012	696	319	373	0	1	1	2
41013	766	357	396	2	1	1	9
41014	669	433	219	3	0	1	13
41015	790	447	326	4	1	2	10
41016	605	312	285	5	0	1	2
41017	567	321	241	2	0	1	2
41018	590	318	266	2	1	1	2
41019	697	448	222	8	2	2	15
41020	468	236	221	2	0	0	9
41021	617	330	281	0	0	0	6
41022	686	350	328	1	0	1	6
41023	682	252	423	1	0	3	3
41024	611	266	330	3	1	3	8
41025	684	338	337	5	1	0	3
41026	542	288	240	0	0	1	13
41027	653	271	375	2	1	0	4
41028	734	438	285	4	2	1	4
41029	592	290	297	2	0	0	3
41030	607	344	257	1	0	0	5
41031	595	352	233	6	0	0	4
41032	534	270	256	3	0	0	5
41033	601	292	303	3	0	0	3
41034	586	279	300	2	0	2	3
41035	770	403	355	2	0	0	10
41036	626	327	286	3	0	3	7
41037	697	355	330	5	0	0	7
41038	626	323	293	3	1	1	5
41039	676	362	299	5	0	2	8
41040	713	306	400	1	1	0	5
41041	671	332	332	2	0	0	5
41042	658	309	338	1	0	3	7
41043	664	343	312	3	2	0	4
41044	651	287	347	8	1	1	7
41045	633	325	303	4	1	0	0
41046	628	334	284	3	0	2	5
41047	709	398	300	3	0	0	8
42001	656	471	179	2	0	0	4
42002	976	779	180	3	1	1	12
42003	772	639	121	2	0	0	10
42004	1892	1457	413	4	1	2	15
42005	657	515	127	1	0	0	14
42006	681	495	174	5	1	0	6
42007	902	688	199	3	1	1	10
42008	641	508	127	2	0	0	4
42009	992	812	164	5	0	2	9
42010	1051	810	214	8	6	0	13
42011	524	373	142	2	0	1	6
42012	641	471	160	1	2	0	7
42013	573	403	160	3	3	0	4
42014	1068	816	223	3	0	3	23
42015	1112	825	272	3	0	1	11
42016	788	631	138	3	1	3	12
42017	1278	928	326	5	0	1	18
42018	1029	811	197	7	0	0	14
42019	1004	742	248	1	0	1	12
42020	1025	754	251	1	0	1	18
42021	945	805	129	3	0	0	8
42022	446	327	111	1	0	1	6
42023	884	632	243	2	0	1	6
42024	743	557	172	5	1	0	8
42025	928	665	251	2	4	0	6
42026	1322	991	316	2	0	3	10
42027	528	397	123	2	2	0	4
42028	758	575	177	1	0	0	5
42029	921	680	226	2	0	0	13
42030	574	442	128	0	0	0	4
42031	954	712	224	3	0	3	12
42032	955	708	228	3	1	0	15
42033	838	687	133	4	1	3	10
42034	629	463	154	6	0	0	6
42035	976	780	179	2	0	0	15
42036	1402	1099	271	3	0	0	29
42037	624	463	145	0	0	2	14
42038	797	580	199	2	1	0	15
42039	1455	1131	302	4	0	1	17
42040	1163	917	227	3	0	0	16
42041	798	652	136	2	0	0	8
42042	1357	1114	220	5	1	0	17
43001	390	320	63	1	0	0	6
43002	796	663	120	3	1	0	9
43003	737	587	138	2	1	1	8
43004	963	758	186	3	0	0	16
43005	697	584	101	1	0	0	11
43006	577	494	69	1	0	0	13
43007	495	408	77	2	1	0	7
43008	569	452	113	3	0	0	1
43009	742	608	122	1	1	0	10
43010	910	755	133	1	0	0	21
43011	705	550	143	1	1	2	8
43012	487	408	73	4	0	0	2
43013	712	599	104	1	1	0	7
43014	720	597	107	1	0	0	15
43015	773	615	142	4	1	0	11
43016	1074	885	164	3	1	2	19
43017	583	461	111	3	0	1	7
43018	864	702	149	2	0	0	11
43019	748	604	132	3	0	0	9
43020	910	784	105	2	1	1	17
43021	857	686	147	7	1	4	12
43022	546	452	88	1	0	0	5
43023	525	428	87	3	0	0	7
43024	578	447	116	2	1	1	11
43025	618	504	107	0	0	0	7
43026	448	380	60	1	1	0	6
43027	673	539	125	0	1	0	8
43028	936	742	183	3	1	0	7
43029	1073	879	171	2	2	2	17
43030	770	639	116	3	0	0	12
43031	724	585	126	5	0	0	8
43032	771	649	109	4	0	0	9
43033	744	551	181	3	0	0	9
43034	470	387	76	1	0	0	6
43035	789	601	180	1	0	0	7
43036	504	414	83	0	1	1	5
43037	841	712	118	3	0	2	6
43038	561	427	125	2	0	0	7
43039	602	467	121	5	1	0	8
43040	550	467	73	5	0	2	3
43041	894	743	133	3	1	0	14
43042	722	594	111	3	0	1	13
43043	777	580	181	1	1	1	13
43044	754	616	123	3	2	0	10
43045	424	348	70	1	0	0	5
43046	479	415	59	0	0	1	4
44001	1153	1020	114	8	1	0	10
44002	829	701	106	3	0	2	17
44003	429	367	60	0	0	0	2
44004	640	550	80	1	0	2	7
44005	774	689	70	0	2	1	12
44006	1027	894	108	6	2	0	17
44007	522	410	103	3	0	0	6
44008	1066	953	92	7	1	0	13
44009	814	694	103	1	1	1	14
44010	850	732	92	6	1	0	19
44011	892	748	130	4	0	1	9
44012	825	697	117	1	1	1	8
44013	689	576	95	5	0	1	12
44014	744	644	85	2	1	1	11
44015	733	618	107	1	1	1	5
44016	909	790	103	1	1	2	12
44017	1013	909	89	5	0	0	10
44018	901	754	129	5	1	0	12
44019	930	815	107	1	1	1	5
44020	947	827	97	1	4	2	16
44021	920	835	66	4	2	1	12
44022	735	645	80	1	2	0	7
44023	742	662	66	2	2	0	10
44024	549	462	80	4	0	0	3
44025	817	727	80	1	0	0	9
44026	950	849	84	2	2	0	13
44027	919	787	102	3	0	1	26
44028	823	712	99	3	1	0	8
44029	935	807	110	5	0	0	13
44030	952	833	103	3	1	1	11
44031	700	565	111	4	1	0	19
44032	912	760	129	4	2	2	15
44033	817	750	55	4	2	0	6
44034	815	733	74	2	0	2	4
44035	899	755	127	5	3	0	9
44036	879	770	96	3	0	0	10
44037	856	783	63	3	0	1	6
44038	1006	810	173	5	2	0	16
44039	847	727	104	2	2	2	10
44040	797	670	105	3	1	2	16
44041	1037	905	114	7	0	0	11
45001	501	432	53	5	3	0	8
45002	604	526	64	4	1	2	7
45003	565	461	95	3	2	1	3
45004	723	563	131	14	0	3	12
45005	639	514	113	4	1	0	7
45006	802	655	133	2	0	2	10
45007	864	679	167	9	0	1	8
45008	630	490	130	1	1	5	3
45009	621	466	145	3	1	1	5
45010	629	444	174	4	3	2	2
45011	476	347	122	2	0	2	3
45012	587	423	144	8	2	1	9
45013	511	392	102	8	2	1	6
45014	859	645	199	4	3	3	5
45015	706	553	145	5	0	1	2
45016	505	367	130	2	1	1	4
45017	692	465	212	1	5	2	7
45018	692	446	226	7	3	1	9
45019	371	249	115	3	2	0	2
45020	447	318	116	5	2	1	5
45021	570	357	211	1	1	0	0
45022	606	399	197	4	3	0	3
45023	590	359	217	6	0	2	6
45024	499	288	203	4	1	0	3
45025	404	230	166	5	1	1	1
45026	349	184	161	0	0	0	4
45027	609	346	252	2	0	0	9
45028	534	335	193	3	1	0	2
45029	414	239	171	1	0	1	2
45030	581	438	132	3	2	3	3
45031	500	368	125	3	2	0	2
45032	578	399	172	1	0	0	6
45033	426	319	103	1	0	0	3
45034	617	425	182	4	1	1	4
45035	659	462	185	3	1	0	8
45036	638	413	213	2	2	1	7
45037	605	369	222	3	4	0	7
45038	610	405	201	1	0	0	3
45039	607	366	232	4	0	0	5
45040	556	336	208	5	0	1	6
45041	562	334	217	3	0	0	8
45042	559	323	230	4	0	0	2
45043	623	326	283	3	1	3	7
45044	578	325	241	3	0	1	8
45045	418	210	202	1	0	0	5
45046	480	251	217	4	1	0	7
45047	449	242	198	4	0	1	4
45048	515	244	259	4	0	0	8
46001	521	453	59	3	2	0	4
46002	669	602	55	2	3	0	7
46003	826	723	95	1	1	0	6
46004	659	593	52	3	2	0	9
46005	947	830	95	6	2	1	13
46006	676	589	75	3	5	0	4
46007	733	614	111	2	5	0	1
46008	531	470	53	3	3	0	2
46009	772	701	52	4	5	1	9
46010	1239	1099	114	11	0	0	15
46011	757	582	162	2	4	0	7
46012	756	687	55	3	2	0	9
46013	746	665	73	1	0	0	7
46014	823	717	100	1	1	0	4
46015	753	657	86	2	0	0	8
46016	757	681	52	6	6	2	10
46017	786	657	116	6	0	0	7
46018	831	685	132	5	4	0	5
46019	501	414	79	0	1	1	6
46020	600	538	51	3	1	0	7
46021	568	451	109	3	1	0	4
46022	526	467	46	4	4	2	3
46023	628	575	46	4	0	0	3
46024	905	780	114	4	1	1	5
46025	671	615	47	3	3	0	3
46026	1005	907	82	9	3	0	4
46027	919	813	80	7	6	1	12
46028	662	566	86	2	0	1	7
46029	595	506	80	1	1	1	6
46030	772	673	86	6	3	2	2
46031	747	684	50	4	2	2	5
46032	738	624	100	5	0	1	8
46033	775	687	79	4	4	0	1
46034	888	803	66	4	4	2	9
46035	821	734	79	1	1	1	5
46036	685	562	110	2	2	0	9
46037	632	540	87	1	2	0	2
46038	863	777	69	4	1	0	12
46039	709	582	114	1	2	0	10
46040	582	512	59	4	1	0	6
47001	509	434	67	2	1	1	4
47002	740	632	92	6	1	1	8
47003	694	576	100	6	1	2	9
47004	880	762	105	4	1	0	8
47005	778	693	69	3	4	0	9
47006	892	791	84	4	2	0	11
47007	698	585	101	3	1	0	8
47008	720	628	74	3	1	0	14
47009	736	624	90	4	3	1	14
47010	873	784	69	6	1	0	13
47011	779	666	106	1	0	0	6
47012	787	700	61	5	4	0	17
47013	704	618	69	7	0	2	8
47014	668	578	81	2	0	0	7
47015	862	797	48	5	4	1	7
47016	715	597	103	6	3	2	4
47017	746	615	114	5	1	2	9
47018	731	624	89	6	0	2	10
47019	1121	1036	65	10	2	0	8
47020	737	656	64	6	0	0	11
47021	689	598	72	7	7	1	4
47022	771	673	79	7	2	1	9
47023	799	732	55	4	2	0	6
47024	800	717	66	7	3	0	7
47025	901	800	84	7	0	0	10
47026	956	887	58	1	3	2	5
47027	644	564	63	5	0	0	12
47028	675	596	66	3	4	0	6
47029	842	722	102	3	1	2	12
47030	892	820	59	2	5	1	5
47031	759	672	68	14	1	0	4
47032	871	803	52	5	3	0	8
47033	763	656	90	2	2	1	12
47034	741	655	68	8	4	0	6
47035	745	628	103	2	0	0	12
47036	817	742	64	0	2	0	9
47037	699	612	70	6	3	0	8
47038	742	662	68	4	2	0	6
47039	727	643	71	6	1	3	3
47040	689	625	55	3	1	0	5
47041	794	715	69	5	2	1	2
47042	685	618	52	7	4	0	4
47043	675	565	91	7	1	2	9
47044	733	604	117	1	1	0	10
47045	652	595	46	4	0	3	4
47046	774	634	126	4	0	2	8
47047	897	785	95	5	2	3	7
47048	66	41	24	0	0	0	1
48001	671	614	42	6	1	1	7
48002	309	269	33	3	1	1	2
48003	794	689	91	6	3	0	5
48004	676	621	47	3	3	1	1
48005	385	338	42	3	1	0	1
48006	840	733	89	5	2	2	9
48007	700	657	38	3	0	0	2
48008	363	300	57	1	2	0	3
48009	485	365	113	2	1	1	3
48010	919	859	52	4	2	1	1
48011	554	515	28	5	2	1	3
48012	846	769	62	3	2	0	10
48013	894	743	141	3	0	3	4
48014	342	273	67	0	0	1	1
48015	448	373	68	4	0	1	2
48016	756	657	87	7	2	0	3
48017	612	527	68	12	0	0	5
48018	500	411	81	3	1	3	1
48019	465	421	35	2	2	1	4
48020	711	642	61	3	1	2	2
48021	933	794	118	6	3	0	12
48022	552	447	102	2	1	0	0
48023	658	555	88	3	1	3	8
48024	842	621	213	3	1	0	4
48025	549	503	34	7	1	0	4
48026	336	282	46	3	2	0	3
48027	662	589	55	9	2	1	6
48028	855	630	205	11	3	2	4
48029	315	277	36	0	0	2	0
48030	567	513	42	6	1	2	3
48031	980	850	106	13	3	0	8
48032	759	667	73	9	2	4	4
48033	372	315	55	2	0	0	0
48034	594	539	43	6	1	1	4
48035	469	370	90	3	2	3	1
48036	390	331	53	1	1	0	4
48037	721	663	47	5	2	1	3
48038	682	602	72	1	3	0	4
48039	535	447	82	0	1	0	5
48040	589	535	44	3	3	0	4
48041	876	789	70	6	4	1	6
48042	729	687	30	3	5	1	3
48043	789	700	77	6	0	2	4
48044	823	762	50	5	3	0	3
48045	489	453	28	2	3	0	3
48046	447	380	63	3	1	0	0
49001	449	413	27	4	2	1	2
49002	419	397	15	2	1	1	3
49003	829	753	66	6	1	0	3
49004	881	790	60	11	8	2	10
49005	638	577	50	6	3	1	1
49006	605	554	41	3	2	0	5
49007	574	500	64	3	3	0	4
49008	614	545	64	1	1	0	3
49009	708	636	56	5	1	4	6
49010	755	667	77	5	1	2	3
49011	865	798	47	9	5	1	5
49012	828	744	66	5	3	3	7
49013	799	709	75	8	2	1	4
49014	553	496	50	3	2	0	2
49015	522	472	42	4	1	1	2
49016	674	585	71	8	2	2	6
49017	599	483	106	6	0	2	2
49018	839	774	46	9	2	3	5
49019	654	597	44	4	1	1	7
49020	1011	922	74	9	3	1	2
49021	433	378	52	1	0	1	1
49022	733	634	76	8	3	4	8
49023	884	772	82	11	6	2	11
49024	566	517	35	7	4	1	2
49025	869	768	76	5	9	3	8
49026	818	708	99	7	3	0	1
49027	782	698	61	8	6	2	7
49028	959	868	68	6	7	4	6
49029	825	735	69	6	9	0	6
49030	747	649	80	8	3	1	6
49031	518	455	52	4	1	4	2
49032	657	592	53	4	6	1	1
49033	540	494	39	2	2	1	2
50001	603	289	304	3	1	0	6
50002	370	202	164	2	0	1	1
50003	534	280	250	0	0	1	3
50004	653	450	192	2	0	3	6
50005	458	184	268	2	2	0	2
50006	626	462	154	3	1	1	5
50007	622	543	68	3	0	2	6
50008	565	478	79	1	2	2	3
50009	490	338	142	2	1	2	5
50010	703	345	350	2	1	2	3
50011	460	126	331	2	0	0	1
50012	270	148	118	0	0	0	4
50013	678	555	112	6	2	0	3
50014	208	102	105	1	0	0	0
50015	646	532	110	2	0	0	2
50016	203	108	94	1	0	0	0
50017	670	404	264	0	0	0	2
50018	116	49	65	1	0	0	1
50019	459	361	88	6	1	1	2
50020	588	453	125	6	1	1	2
50021	523	385	134	2	0	0	2
50022	578	308	260	5	1	0	4
50023	452	266	180	1	1	1	3
50024	521	158	359	2	0	1	1
50025	641	262	378	0	0	0	1
50026	674	440	226	3	3	0	2
50027	216	119	96	1	0	0	0
50028	640	490	142	5	2	0	1
50029	606	475	125	2	1	1	2
50030	455	376	73	1	0	2	3
50031	763	642	110	5	0	1	5
50032	682	573	91	7	1	4	6
50033	471	186	279	0	0	0	6
50034	776	517	246	4	3	0	6
50035	709	593	104	6	2	0	4
50036	584	446	129	2	1	1	5
50037	587	491	90	5	0	0	1
50038	240	148	90	2	0	0	0
50039	427	219	201	3	0	2	2
50040	626	191	427	3	1	1	3
