Precinct	total_votes	votes|Jacob Meister	votes|Dorothy A. Brown	votes|Michelle A. Harris
Evanston Ward 4 Precinct 2	353	126	119	108
Evanston Ward 4 Precinct 3	196	87	59	50
Evanston Ward 4 Precinct 4	585	228	156	201
Evanston Ward 4 Precinct 5	205	71	74	60
Evanston Ward 4 Precinct 6	474	181	146	147
Evanston Ward 5 Precinct 1	474	40	328	106
Evanston Ward 5 Precinct 2	424	110	173	141
Evanston Ward 5 Precinct 3	419	47	292	80
Evanston Ward 5 Precinct 4	279	16	208	55
Evanston Ward 6 Precinct 1	518	213	141	164
Evanston Ward 6 Precinct 2	277	103	83	91
Evanston Ward 6 Precinct 3	292	136	74	82
Evanston Ward 6 Precinct 4	387	158	101	128
Evanston Ward 6 Precinct 5	453	211	128	114
Evanston Ward 6 Precinct 6	206	92	50	64
Evanston Ward 6 Precinct 7	431	197	115	119
Evanston Ward 7 Precinct 1	542	215	156	171
Evanston Ward 7 Precinct 2	527	215	150	162
Evanston Ward 7 Precinct 3	159	44	70	45
Evanston Ward 7 Precinct 4	320	112	102	106
Evanston Ward 7 Precinct 5	457	221	100	136
Evanston Ward 7 Precinct 6	63	6	40	17
Evanston Ward 8 Precinct 1	528	131	236	161
Evanston Ward 8 Precinct 2	394	64	229	101
Evanston Ward 8 Precinct 3	325	69	179	77
Evanston Ward 8 Precinct 4	418	138	159	121
Evanston Ward 8 Precinct 5	483	95	254	134
Evanston Ward 9 Precinct 1	301	101	100	100
Evanston Ward 9 Precinct 2	409	119	168	122
Evanston Ward 9 Precinct 3	517	174	192	151
Evanston Ward 9 Precinct 4	465	142	184	139
Evanston Ward 9 Precinct 5	289	101	92	96
Evanston Ward 9 Precinct 6	378	102	162	114
Hanover 1	270	51	130	89
Hanover 2	227	56	107	64
Hanover 3	121	28	58	35
Hanover 4	227	56	106	65
Hanover 5	229	52	116	61
Hanover 6	203	52	86	65
Hanover 7	217	54	103	60
Hanover 8	154	42	72	40
Hanover 9	183	48	66	69
Hanover 10	143	37	64	42
Hanover 11	254	45	141	68
Hanover 12	216	41	95	80
Hanover 13	155	32	79	44
Hanover 14	259	58	124	77
Hanover 15	224	41	122	61
Hanover 16	203	36	95	72
Hanover 17	164	26	78	60
Hanover 18	209	39	114	56
Hanover 19	141	31	69	41
Hanover 20	259	47	119	93
Hanover 21	110	34	55	21
Hanover 22	206	59	87	60
Hanover 23	193	40	90	63
Hanover 24	273	53	144	76
Hanover 25	164	47	77	40
Hanover 26	220	51	110	59
Hanover 27	484	110	243	131
Hanover 28	271	66	127	78
Hanover 29	151	23	90	38
Hanover 30	219	50	106	63
Hanover 31	111	27	48	36
Hanover 32	177	36	97	44
Hanover 33	252	48	138	66
Hanover 34	270	49	153	68
Hanover 35	272	58	142	72
Hanover 36	137	23	72	42
Hanover 37	299	69	130	100
Hanover 38	207	44	105	58
Hanover 39	260	57	107	96
Hanover 40	257	52	128	77
Hanover 41	307	64	160	83
Hanover 42	123	35	51	37
Hanover 43	251	43	129	79
Hanover 44	248	52	103	93
Lemont 1	132	58	31	43
Lemont 2	107	38	33	36
Lemont 3	155	53	41	61
Lemont 4	136	43	48	45
Lemont 5	172	61	58	53
Lemont 6	194	63	69	62
Lemont 7	138	52	43	43
Lemont 8	190	56	63	71
Lemont 9	77	31	21	25
Lemont 10	128	32	46	50
Lemont 11	189	52	76	61
Lemont 12	146	49	49	48
Lemont 13	145	44	45	56
Lemont 14	122	40	41	41
Leyden 1	156	32	64	60
Leyden 2	126	26	62	38
Leyden 3	250	68	114	68
Leyden 4	233	63	102	68
Leyden 5	249	67	105	77
Leyden 6	372	91	150	131
Leyden 7	156	33	74	49
Leyden 8	261	78	91	92
Leyden 9	227	86	87	54
Leyden 10	269	73	118	78
Leyden 11	227	71	92	64
Leyden 12	66	15	23	28
Leyden 13	261	53	149	59
Leyden 14	149	37	71	41
Leyden 15	231	55	101	75
Leyden 16	290	71	112	107
Leyden 17	174	44	78	52
Leyden 18	163	57	49	57
Leyden 19	245	65	102	78
Leyden 20	101	22	45	34
Leyden 21	242	43	122	77
Leyden 22	111	41	43	27
Leyden 23	268	88	87	93
Leyden 24	290	54	163	73
Leyden 25	126	25	38	63
Leyden 26	292	90	108	94
Leyden 27	62	23	26	13
Leyden 28	127	33	51	43
Leyden 29	206	37	95	74
Leyden 30	223	57	86	80
Leyden 31	269	61	134	74
Leyden 32	295	60	123	112
Leyden 33	236	46	120	70
Leyden 34	174	40	73	61
Leyden 35	112	25	55	32
Leyden 36	202	51	102	49
Leyden 37	152	35	74	43
Leyden 38	61	13	27	21
Leyden 39	140	42	60	38
Leyden 40	245	55	111	79
Leyden 41	153	27	73	53
Leyden 42	172	50	64	58
Leyden 43	202	51	87	64
Leyden 44	170	32	57	81
Leyden 45	156	32	76	48
Leyden 46	238	68	95	75
Leyden 47	192	41	79	72
Leyden 48	290	55	130	105
Leyden 49	302	96	118	88
Leyden 50	308	96	128	84
Lyons 1	30	13	8	9
Lyons 2	218	69	76	73
Lyons 3	253	52	91	110
Lyons 4	407	112	148	147
Lyons 5	232	76	91	65
Lyons 6	176	53	64	59
Lyons 7	301	49	187	65
Lyons 8	142	35	52	55
Lyons 9	290	121	80	89
Lyons 10	230	64	70	96
Lyons 11	174	73	43	58
Lyons 12	76	25	24	27
Lyons 13	154	8	126	20
Lyons 14	223	93	63	67
Lyons 15	239	111	59	69
Lyons 16	370	148	108	114
Lyons 17	92	24	31	37
Lyons 18	168	71	48	49
Lyons 19	305	72	126	107
Lyons 20	272	126	71	75
Lyons 21	285	134	86	65
Lyons 22	211	43	97	71
Lyons 23	233	79	83	71
Lyons 24	150	78	43	29
Lyons 25	197	52	79	66
Lyons 26	93	21	42	30
Lyons 27	92	41	23	28
Lyons 28	185	58	72	55
Lyons 29	203	51	83	69
Lyons 30	72	13	11	48
Lyons 31	161	69	45	47
Lyons 32	94	27	38	29
Lyons 33	106	22	45	39
Lyons 34	110	39	45	26
Lyons 35	170	45	62	63
Lyons 36	98	31	34	33
Lyons 37	175	37	71	67
Lyons 38	116	32	45	39
Lyons 39	171	84	32	55
Lyons 40	142	70	38	34
Lyons 41	123	50	25	48
Lyons 42	116	37	39	40
Lyons 43	153	68	50	35
Lyons 44	249	109	62	78
Lyons 45	340	108	115	117
Lyons 46	157	54	49	54
Lyons 47	168	82	40	46
Lyons 48	295	63	115	117
Lyons 49	151	49	54	48
Lyons 50	245	98	83	64
Lyons 51	202	42	76	84
Lyons 52	227	61	92	74
Lyons 53	162	49	46	67
Lyons 54	106	38	22	46
Lyons 55	159	69	44	46
Lyons 56	447	101	209	137
Lyons 57	399	80	191	128
Lyons 58	194	42	96	56
Lyons 59	239	45	108	86
Lyons 60	612	66	369	177
Lyons 61	185	70	51	64
Lyons 62	61	32	10	19
Lyons 63	186	56	70	60
Lyons 64	239	60	95	84
Lyons 65	345	77	138	130
Lyons 66	184	50	69	65
Lyons 67	284	59	122	103
Lyons 68	165	43	72	50
Lyons 69	203	97	45	61
Lyons 70	345	19	246	80
Lyons 71	153	23	81	49
Lyons 72	252	95	76	81
Lyons 73	200	58	61	81
Lyons 74	123	28	59	36
Lyons 75	166	42	63	61
Lyons 76	165	42	69	54
Lyons 77	191	42	86	63
Lyons 78	126	39	45	42
Maine 1	175	52	75	48
Maine 2	181	45	80	56
Maine 3	123	36	41	46
Maine 4	179	60	64	55
Maine 5	305	83	132	90
Maine 6	314	103	125	86
Maine 7	160	44	75	41
Maine 8	203	53	78	72
Maine 9	325	102	125	98
Maine 10	196	69	74	53
Maine 11	121	37	44	40
Maine 12	155	58	52	45
Maine 13	191	55	64	72
Maine 14	273	105	85	83
Maine 15	123	37	47	39
Maine 16	143	41	65	37
Maine 17	207	70	78	59
Maine 18	191	58	70	63
Maine 19	122	30	54	38
Maine 20	116	58	33	25
Maine 21	207	82	69	56
Maine 22	251	87	82	82
Maine 23	186	50	79	57
Maine 24	234	91	80	63
Maine 25	222	97	83	42
Maine 26	168	59	61	48
Maine 27	160	63	58	39
Maine 28	111	29	55	27
Maine 29	246	82	73	91
Maine 30	393	170	117	106
Maine 31	210	75	70	65
Maine 32	129	53	40	36
Maine 33	169	38	89	42
Maine 34	249	90	93	66
Maine 35	200	55	79	66
Maine 36	179	69	60	50
Maine 37	157	60	54	43
Maine 38	138	41	59	38
Maine 39	185	59	69	57
Maine 40	200	77	59	64
Maine 41	187	48	75	64
Maine 42	268	125	69	74
Maine 43	112	42	30	40
Maine 44	120	36	40	44
Maine 45	97	29	51	17
Maine 46	184	74	58	52
Maine 47	219	62	92	65
Maine 48	230	71	92	67
Maine 49	223	61	98	64
Maine 50	144	59	47	38
Maine 51	215	62	98	55
Maine 52	177	60	73	44
Maine 53	218	76	86	56
Maine 54	200	91	58	51
Maine 55	205	72	67	66
Maine 56	282	79	135	68
Maine 57	161	40	82	39
Maine 58	223	81	80	62
Maine 59	170	58	69	43
Maine 60	269	101	99	69
Maine 61	97	22	46	29
Maine 62	116	37	42	37
Maine 63	166	62	56	48
Maine 64	138	43	50	45
Maine 65	107	36	31	40
Maine 66	73	14	41	18
Maine 67	198	86	65	47
Maine 68	152	37	70	45
Maine 69	184	66	75	43
Maine 70	251	66	115	70
Maine 71	126	39	45	42
Maine 72	161	44	62	55
Maine 73	76	21	36	19
Maine 74	171	75	59	37
Maine 75	184	63	69	52
Maine 76	106	35	36	35
Maine 77	274	71	120	83
Maine 78	219	80	73	66
Maine 79	242	62	104	76
Maine 80	154	55	51	48
Maine 81	150	32	75	43
Maine 82	201	70	61	70
Maine 83	100	38	31	31
Maine 84	131	46	36	49
Maine 85	92	32	37	23
Maine 86	199	41	92	66
Maine 87	110	43	27	40
Maine 88	87	29	30	28
Maine 89	134	32	54	48
Maine 90	106	30	38	38
Maine 91	257	98	83	76
Maine 92	174	48	72	54
New Trier 1	341	169	92	80
New Trier 2	389	190	105	94
New Trier 3	262	107	83	72
New Trier 4	325	162	76	87
New Trier 5	185	83	56	46
New Trier 6	165	73	45	47
New Trier 7	229	113	60	56
New Trier 8	146	78	37	31
New Trier 9	179	80	48	51
New Trier 10	165	67	48	50
New Trier 11	198	92	52	54
New Trier 12	213	90	70	53
New Trier 13	331	119	118	94
New Trier 14	179	72	54	53
New Trier 15	287	120	89	78
New Trier 16	231	94	66	71
New Trier 17	259	127	73	59
New Trier 18	161	82	41	38
New Trier 19	81	35	22	24
New Trier 20	324	157	85	82
New Trier 21	304	134	103	67
New Trier 22	130	58	43	29
New Trier 23	127	60	34	33
New Trier 24	363	150	122	91
New Trier 25	163	91	33	39
New Trier 26	216	113	47	56
New Trier 27	254	122	83	49
New Trier 28	206	81	54	71
New Trier 29	164	71	47	46
New Trier 30	260	136	69	55
New Trier 31	283	141	67	75
New Trier 32	209	95	58	56
New Trier 33	347	140	105	102
New Trier 34	212	100	56	56
New Trier 35	171	106	24	41
New Trier 36	353	175	76	102
New Trier 37	299	131	96	72
New Trier 38	271	133	66	72
New Trier 39	174	80	49	45
New Trier 40	113	62	31	20
New Trier 41	132	53	41	38
Niles 1	256	96	90	70
Niles 2	277	101	92	84
Niles 3	249	94	74	81
Niles 4	191	66	75	50
Niles 5	135	54	47	34
Niles 6	209	96	56	57
Niles 7	368	124	134	110
Niles 8	135	51	48	36
Niles 9	154	59	50	45
Niles 10	270	86	90	94
Niles 11	110	43	31	36
Niles 12	213	56	108	49
Niles 13	265	86	100	79
Niles 14	395	163	136	96
Niles 15	304	84	133	87
Niles 16	373	122	130	121
Niles 17	342	122	130	90
Niles 18	181	71	65	45
Niles 19	232	104	70	58
Niles 20	213	62	88	63
Niles 21	454	152	171	131
Niles 22	281	60	135	86
Niles 23	288	118	106	64
Niles 24	347	101	157	89
Niles 25	198	61	72	65
Niles 26	295	108	104	83
Niles 27	236	44	126	66
Niles 28	307	144	85	78
Niles 29	211	88	72	51
Niles 30	195	80	61	54
Niles 31	327	128	116	83
Niles 32	129	52	43	34
Niles 33	368	126	155	87
Niles 34	268	118	77	73
Niles 35	270	95	111	64
Niles 36	224	51	108	65
Niles 37	275	79	114	82
Niles 38	409	130	160	119
Niles 39	327	124	90	113
Niles 40	110	42	32	36
Niles 41	312	94	132	86
Niles 42	278	86	103	89
Niles 43	262	78	101	83
Niles 44	342	110	133	99
Niles 45	228	94	76	58
Niles 46	276	114	69	93
Niles 47	172	82	52	38
Niles 48	267	74	118	75
Niles 49	435	166	147	122
Niles 50	268	81	104	83
Niles 51	149	64	40	45
Niles 52	194	99	55	40
Niles 53	328	106	113	109
Niles 54	159	57	52	50
Niles 55	163	73	56	34
Niles 56	304	146	79	79
Niles 57	277	96	77	104
Niles 58	278	97	100	81
Niles 59	327	115	99	113
Niles 60	399	145	147	107
Niles 61	322	112	119	91
Niles 62	185	58	74	53
Niles 63	400	161	117	122
Niles 64	389	146	138	105
Northfield 1	271	90	107	74
Northfield 2	162	70	44	48
Northfield 3	126	42	47	37
Northfield 4	165	66	52	47
Northfield 5	151	55	50	46
Northfield 6	150	73	40	37
Northfield 7	280	122	83	75
Northfield 8	165	74	35	56
Northfield 9	121	56	33	32
Northfield 10	195	75	59	61
Northfield 11	94	51	22	21
Northfield 12	315	124	93	98
Northfield 13	172	84	47	41
Northfield 14	156	56	51	49
Northfield 15	188	96	51	41
Northfield 16	262	131	67	64
Northfield 17	187	80	51	56
Northfield 18	284	127	70	87
Northfield 19	190	89	60	41
Northfield 20	188	94	44	50
Northfield 21	302	123	94	85
Northfield 22	229	110	56	63
Northfield 23	105	46	32	27
Northfield 24	179	67	54	58
Northfield 25	207	84	72	51
Northfield 26	218	85	66	67
Northfield 27	223	92	70	61
Northfield 28	319	138	74	107
Northfield 29	166	71	40	55
Northfield 30	203	97	55	51
Northfield 31	224	89	79	56
Northfield 32	296	140	78	78
Northfield 33	140	39	56	45
Northfield 34	144	57	38	49
Northfield 35	166	56	55	55
Northfield 36	149	70	44	35
Northfield 37	204	92	56	56
Northfield 38	198	78	59	61
Northfield 39	127	36	60	31
Northfield 40	131	71	28	32
Northfield 41	228	99	74	55
Northfield 42	140	66	41	33
Northfield 43	238	111	54	73
Northfield 44	180	70	55	55
Northfield 45	241	105	72	64
Northfield 46	267	90	88	89
Northfield 47	295	142	76	77
Northfield 48	184	86	57	41
Northfield 49	205	101	52	52
Northfield 50	204	93	59	52
Northfield 51	352	127	112	113
Northfield 52	193	88	49	56
Northfield 53	228	121	44	63
Northfield 54	185	101	43	41
Northfield 55	246	130	53	63
Northfield 56	242	90	71	81
Northfield 57	137	59	46	32
Northfield 58	111	56	24	31
Northfield 59	194	72	69	53
Northfield 60	250	155	46	49
Northfield 61	122	50	36	36
Northfield 62	192	90	59	43
Norwood Park 1	248	83	94	71
Norwood Park 2	208	67	82	59
Norwood Park 3	219	72	86	61
Norwood Park 4	214	56	97	61
Norwood Park 5	168	58	58	52
Norwood Park 6	216	86	77	53
Norwood Park 7	162	60	54	48
Norwood Park 8	99	34	34	31
Norwood Park 9	132	44	46	42
Norwood Park 10	128	48	40	40
Norwood Park 11	278	112	81	85
Norwood Park 12	165	44	74	47
Norwood Park 13	144	61	37	46
Norwood Park 14	173	75	49	49
Norwood Park 15	179	43	74	62
Norwood Park 16	138	31	67	40
Norwood Park 17	176	60	76	40
Oak Park 1	358	110	156	92
Oak Park 2	492	229	131	132
Oak Park 3	572	212	202	158
Oak Park 4	479	188	158	133
Oak Park 5	469	184	143	142
Oak Park 6	554	125	248	181
Oak Park 7	329	140	114	75
Oak Park 8	447	130	203	114
Oak Park 9	283	112	88	83
Oak Park 10	407	152	139	116
Oak Park 11	447	127	204	116
Oak Park 12	217	70	77	70
Oak Park 13	479	135	202	142
Oak Park 14	412	182	119	111
Oak Park 15	622	166	274	182
Oak Park 16	630	235	201	194
Oak Park 17	625	226	226	173
Oak Park 18	318	131	92	95
Oak Park 19	437	134	157	146
Oak Park 20	449	150	149	150
Oak Park 21	361	83	170	108
Oak Park 22	286	75	124	87
Oak Park 23	383	122	149	112
Oak Park 24	286	127	81	78
Oak Park 25	409	140	149	120
Oak Park 26	408	180	125	103
Oak Park 27	111	51	35	25
Oak Park 28	540	125	234	181
Oak Park 29	413	182	128	103
Oak Park 30	564	128	265	171
Oak Park 31	655	244	217	194
Oak Park 32	353	107	149	97
Oak Park 33	438	91	223	124
Oak Park 34	352	116	136	100
Oak Park 35	493	181	169	143
Oak Park 36	490	197	157	136
Oak Park 37	244	76	102	66
Orland 1	225	65	88	72
Orland 2	185	71	51	63
Orland 3	140	36	63	41
Orland 4	130	44	38	48
Orland 5	116	34	36	46
Orland 6	144	43	62	39
Orland 7	106	36	40	30
Orland 8	167	52	66	49
Orland 9	187	54	69	64
Orland 10	173	71	43	59
Orland 11	117	32	49	36
Orland 12	81	28	28	25
Orland 13	275	83	94	98
Orland 14	214	62	77	75
Orland 15	178	66	63	49
Orland 16	125	42	45	38
Orland 17	155	55	50	50
Orland 18	188	60	59	69
Orland 19	123	49	35	39
Orland 20	83	24	25	34
Orland 21	185	70	62	53
Orland 22	198	68	64	66
Orland 23	165	62	50	53
Orland 24	134	44	43	47
Orland 25	271	76	98	97
Orland 26	173	55	67	51
Orland 27	109	32	40	37
Orland 28	95	36	28	31
Orland 29	205	66	82	57
Orland 30	117	45	38	34
Orland 31	121	30	53	38
Orland 32	109	32	44	33
Orland 33	112	41	29	42
Orland 34	189	67	58	64
Orland 35	198	67	56	75
Orland 36	280	78	111	91
Orland 37	213	88	57	68
Orland 38	96	32	32	32
Orland 39	134	42	37	55
Orland 40	168	53	66	49
Orland 41	162	50	56	56
Orland 42	196	65	61	70
Orland 43	169	64	52	53
Orland 44	170	61	63	46
Orland 45	143	55	46	42
Orland 46	131	41	54	36
Orland 47	203	70	68	65
Orland 48	171	63	51	57
Orland 49	120	36	31	53
Orland 50	167	45	57	65
Orland 51	209	80	63	66
Orland 52	171	69	45	57
Orland 53	142	53	52	37
Orland 54	188	67	59	62
Orland 55	164	52	61	51
Orland 56	104	41	36	27
Orland 57	139	42	40	57
Orland 58	174	61	60	53
Orland 59	167	48	45	74
Orland 60	112	35	28	49
Orland 61	146	53	42	51
Orland 62	196	60	72	64
Orland 63	178	74	46	58
Orland 64	183	65	55	63
Orland 65	138	54	44	40
Orland 66	162	45	59	58
Orland 67	133	45	47	41
Orland 68	122	46	31	45
Orland 69	154	22	80	52
Orland 70	222	59	99	64
Orland 71	126	46	26	54
Orland 72	154	51	62	41
Orland 73	240	76	92	72
Orland 74	125	38	38	49
Orland 75	134	54	38	42
Palatine 1	149	34	69	46
Palatine 2	185	61	68	56
Palatine 3	93	39	26	28
Palatine 4	169	30	92	47
Palatine 5	271	75	118	78
Palatine 6	196	74	69	53
Palatine 7	173	69	57	47
Palatine 8	195	64	71	60
Palatine 9	134	47	36	51
Palatine 10	123	41	48	34
Palatine 11	155	45	56	54
Palatine 12	120	41	31	48
Palatine 13	191	57	71	63
Palatine 14	170	47	66	57
Palatine 15	195	57	79	59
Palatine 16	182	37	87	58
Palatine 17	180	65	58	57
Palatine 18	129	39	44	46
Palatine 19	154	50	47	57
Palatine 20	210	51	94	65
Palatine 21	255	70	99	86
Palatine 22	197	58	87	52
Palatine 23	73	36	16	21
Palatine 24	207	56	84	67
Palatine 25	130	41	45	44
Palatine 26	252	70	111	71
Palatine 27	164	52	75	37
Palatine 28	145	42	53	50
Palatine 29	204	71	84	49
Palatine 30	138	43	54	41
Palatine 31	111	33	45	33
Palatine 32	135	48	43	44
Palatine 33	129	31	65	33
Palatine 34	207	62	83	62
Palatine 35	157	55	56	46
Palatine 36	151	49	66	36
Palatine 37	190	56	72	62
Palatine 38	105	38	40	27
Palatine 39	211	70	77	64
Palatine 40	195	61	72	62
Palatine 41	194	69	55	70
Palatine 42	218	82	71	65
Palatine 43	133	39	40	54
Palatine 44	107	41	29	37
Palatine 45	110	45	34	31
Palatine 46	201	72	72	57
Palatine 47	188	68	61	59
Palatine 48	111	38	42	31
Palatine 49	84	24	33	27
Palatine 50	222	85	75	62
Palatine 51	100	32	42	26
Palatine 52	109	32	44	33
Palatine 53	161	56	60	45
Palatine 54	211	85	49	77
Palatine 55	93	27	40	26
Palatine 56	178	50	70	58
Palatine 57	246	88	82	76
Palatine 58	176	36	88	52
Palatine 59	236	76	99	61
Palatine 60	228	59	108	61
Palatine 61	126	26	60	40
Palatine 62	156	36	74	46
Palatine 63	171	56	61	54
Palatine 64	194	39	93	62
Palatine 65	125	42	38	45
Palatine 66	312	74	161	77
Palatine 67	92	28	23	41
Palatine 68	123	45	43	35
Palatine 69	162	38	75	49
Palos 1	111	41	35	35
Palos 2	118	38	34	46
Palos 3	123	45	32	46
Palos 4	167	52	61	54
Palos 5	126	40	47	39
Palos 6	171	43	87	41
Palos 7	192	53	70	69
Palos 8	79	27	34	18
Palos 9	106	32	33	41
Palos 10	174	59	52	63
Palos 11	150	67	41	42
Palos 12	186	44	85	57
Palos 13	143	50	40	53
Palos 14	128	30	55	43
Palos 15	153	56	49	48
Palos 16	185	83	58	44
Palos 17	294	77	115	102
Palos 18	213	61	77	75
Palos 19	228	84	80	64
Palos 20	210	68	82	60
Palos 21	106	36	31	39
Palos 22	36	15	11	10
Palos 23	136	36	63	37
Palos 24	96	37	25	34
Palos 25	278	35	98	145
Palos 26	126	35	58	33
Palos 27	256	83	92	81
Palos 28	272	31	172	69
Palos 29	141	43	37	61
Palos 30	224	66	70	88
Palos 31	214	79	74	61
Palos 32	84	22	41	21
Palos 33	182	75	49	58
Palos 34	129	48	43	38
Palos 35	243	69	86	88
Palos 36	209	64	73	72
Palos 37	155	67	37	51
Palos 38	156	48	52	56
Palos 39	178	71	59	48
Proviso 1	324	51	170	103
Proviso 2	322	40	165	117
Proviso 3	446	46	280	120
Proviso 4	453	21	312	120
Proviso 5	421	16	305	100
Proviso 6	161	51	65	45
Proviso 7	56	10	26	20
Proviso 8	205	30	116	59
Proviso 9	369	17	263	89
Proviso 10	282	43	132	107
Proviso 11	297	43	125	129
Proviso 12	417	66	162	189
Proviso 13	267	59	133	75
Proviso 14	250	39	92	119
Proviso 15	313	51	118	144
Proviso 16	302	51	152	99
Proviso 17	290	15	199	76
Proviso 18	557	31	400	126
Proviso 19	455	22	315	118
Proviso 20	387	19	291	77
Proviso 21	186	56	74	56
Proviso 22	331	17	231	83
Proviso 23	95	26	37	32
Proviso 24	312	139	81	92
Proviso 25	271	93	101	77
Proviso 26	284	98	105	81
Proviso 27	295	101	89	105
Proviso 28	256	75	86	95
Proviso 29	326	110	110	106
Proviso 30	364	53	221	90
Proviso 31	271	14	195	62
Proviso 32	301	104	97	100
Proviso 33	495	31	343	121
Proviso 34	698	47	474	177
Proviso 35	243	76	100	67
Proviso 36	483	23	332	128
Proviso 37	318	8	223	87
Proviso 38	408	34	269	105
Proviso 39	414	49	242	123
Proviso 40	480	26	313	141
Proviso 41	366	21	254	91
Proviso 42	292	12	205	75
Proviso 43	303	22	200	81
Proviso 44	316	16	231	69
Proviso 45	438	23	285	130
Proviso 46	51	22	14	15
Proviso 47	249	17	175	57
Proviso 48	476	32	323	121
Proviso 49	273	30	174	69
Proviso 50	542	87	308	147
Proviso 51	304	67	123	114
Proviso 52	348	29	229	90
Proviso 53	417	16	272	129
Proviso 54	384	119	156	109
Proviso 55	194	80	44	70
Proviso 56	315	12	211	92
Proviso 57	244	61	109	74
Proviso 58	291	15	190	86
Proviso 59	261	31	147	83
Proviso 60	261	22	156	83
Proviso 61	368	65	186	117
Proviso 62	403	88	174	141
Proviso 63	296	100	111	85
Proviso 64	412	27	295	90
Proviso 65	314	37	184	93
Proviso 66	368	70	171	127
Proviso 67	466	105	205	156
Proviso 68	196	57	68	71
Proviso 69	368	31	257	80
Proviso 70	184	49	79	56
Proviso 71	514	54	287	173
Proviso 72	330	88	133	109
Proviso 73	309	83	125	101
Proviso 74	337	74	142	121
Proviso 75	289	93	98	98
Proviso 76	384	77	197	110
Proviso 77	166	34	69	63
Proviso 78	136	31	59	46
Proviso 79	340	21	227	92
Proviso 80	236	48	119	69
Proviso 81	243	45	138	60
Proviso 82	603	26	441	136
Proviso 83	512	18	366	128
Proviso 84	135	43	49	43
Proviso 85	327	88	127	112
Proviso 86	462	21	318	123
Proviso 87	355	60	103	192
Proviso 88	179	45	92	42
Proviso 89	207	73	64	70
Proviso 90	413	119	165	129
Proviso 91	312	33	216	63
Proviso 92	350	82	181	87
Proviso 93	211	28	107	76
Proviso 94	384	23	249	112
Proviso 95	245	47	95	103
Proviso 96	152	47	59	46
Proviso 97	337	108	111	118
Proviso 98	329	51	99	179
Proviso 99	422	33	271	118
Proviso 100	357	68	86	203
Proviso 101	224	47	100	77
Proviso 102	349	103	155	91
Rich 1	1,429	43	970	416
Rich 2	444	19	245	180
Rich 3	541	60	293	188
Rich 4	394	17	256	121
Rich 5	529	44	282	203
Rich 6	603	34	345	224
Rich 7	285	36	149	100
Rich 8	670	38	467	165
Rich 9	571	25	355	191
Rich 10	315	27	179	109
Rich 11	364	56	189	119
Rich 12	460	43	288	129
Rich 13	235	20	159	56
Rich 14	303	46	174	83
Rich 15	759	31	460	268
Rich 16	299	27	177	95
Rich 17	333	29	216	88
Rich 18	462	31	318	113
Rich 19	188	45	61	82
Rich 20	284	92	87	105
Rich 21	547	35	352	160
Rich 22	374	38	235	101
Rich 23	597	34	371	192
Rich 24	423	49	246	128
Rich 25	636	40	376	220
Rich 26	481	27	297	157
Rich 27	507	37	331	139
Rich 28	386	14	254	118
Rich 29	309	74	137	98
Rich 30	662	26	430	206
Rich 31	256	93	76	87
Rich 32	527	52	311	164
Rich 33	225	62	88	75
Rich 34	396	32	229	135
Rich 35	317	24	169	124
Rich 36	912	48	559	305
Rich 37	369	15	241	113
Rich 38	404	11	271	122
Rich 39	438	45	241	152
Rich 40	428	27	262	139
Rich 41	300	37	162	101
Rich 42	432	18	263	151
Rich 43	507	21	344	142
Rich 44	398	14	228	156
Rich 45	554	63	286	205
Rich 46	683	37	429	217
Rich 47	713	30	469	214
Rich 48	489	14	293	182
Rich 49	339	30	201	108
Rich 50	138	42	48	48
Rich 51	414	34	249	131
River Forest 1	378	145	121	112
River Forest 2	201	100	60	41
River Forest 3	288	104	102	82
River Forest 4	319	137	102	80
River Forest 5	229	112	66	51
River Forest 6	191	96	47	48
River Forest 7	276	108	92	76
River Forest 8	388	149	117	122
Riverside 1	263	96	84	83
Riverside 2	24	8	8	8
Riverside 3	171	75	42	54
Riverside 4	345	134	100	111
Riverside 5	190	59	74	57
Riverside 6	210	48	84	78
Riverside 7	144	42	58	44
Riverside 8	290	118	93	79
Riverside 9	205	87	48	70
Riverside 10	269	117	67	85
Riverside 11	330	104	117	109
Riverside 12	188	62	66	60
Riverside 13	256	65	122	69
Schaumburg 1	390	101	190	99
Schaumburg 2	392	81	181	130
Schaumburg 3	202	55	78	69
Schaumburg 4	161	37	83	41
Schaumburg 5	87	27	30	30
Schaumburg 6	177	40	75	62
Schaumburg 7	177	32	89	56
Schaumburg 8	165	44	68	53
Schaumburg 9	197	39	92	66
Schaumburg 10	188	36	103	49
Schaumburg 11	151	37	67	47
Schaumburg 12	207	55	103	49
Schaumburg 13	148	32	59	57
Schaumburg 14	186	52	69	65
Schaumburg 15	193	45	92	56
Schaumburg 16	236	46	122	68
Schaumburg 17	184	47	81	56
Schaumburg 18	205	42	117	46
Schaumburg 19	188	38	98	52
Schaumburg 20	121	32	51	38
Schaumburg 21	258	69	99	90
Schaumburg 22	295	50	163	82
Schaumburg 23	233	54	97	82
Schaumburg 24	220	55	85	80
Schaumburg 25	178	38	88	52
Schaumburg 26	216	66	84	66
Schaumburg 27	156	41	63	52
Schaumburg 28	269	81	112	76
Schaumburg 29	193	48	77	68
Schaumburg 30	156	36	58	62
Schaumburg 31	264	95	106	63
