Precinct	total_votes	votes|Andrew Seo	votes|Tom Greenhaw	votes|Martin J. Durkan
Stickney 12	301	62	107	132
Stickney 13	272	74	83	115
Stickney 14	335	93	138	104
Stickney 15	345	88	139	118
Stickney 16	298	78	95	125
Stickney 17	187	47	67	73
Stickney 18	122	32	47	43
Stickney 19	210	66	56	88
Stickney 20	274	73	89	112
Thornton 1	195	51	77	67
Thornton 2	153	45	50	58
Thornton 3	295	68	103	124
Thornton 4	458	97	169	192
Thornton 5	262	65	90	107
Thornton 6	433	95	178	160
Thornton 7	362	74	163	125
Thornton 8	375	95	144	136
Thornton 9	200	38	83	79
Thornton 10	313	79	100	134
Thornton 11	190	44	65	81
Thornton 12	248	56	79	113
Thornton 13	229	55	70	104
Thornton 14	292	78	113	101
Thornton 15	332	81	130	121
Thornton 16	241	65	81	95
Thornton 17	296	77	94	125
Thornton 18	311	75	115	121
Thornton 19	317	98	96	123
Thornton 20	108	26	39	43
Thornton 21	452	83	200	169
Thornton 22	361	74	158	129
Thornton 26	276	69	92	115
Thornton 27	507	113	208	186
Thornton 28	313	61	115	137
Thornton 29	221	42	97	82
Thornton 30	232	64	82	86
Thornton 31	101	30	26	45
Thornton 32	233	47	86	100
Thornton 33	347	72	136	139
Thornton 34	501	94	231	176
Thornton 35	448	101	170	177
Thornton 36	181	49	61	71
Thornton 37	282	68	112	102
Thornton 38	444	95	190	159
Thornton 39	260	57	88	115
Thornton 40	275	66	113	96
Thornton 41	222	46	85	91
Thornton 42	230	44	90	96
Thornton 43	163	38	58	67
Thornton 44	255	56	103	96
Thornton 45	309	55	158	96
Thornton 46	407	87	167	153
Thornton 47	176	43	50	83
Thornton 48	303	80	114	109
Thornton 49	187	56	65	66
Thornton 50	195	56	68	71
Thornton 51	157	37	49	71
Thornton 52	358	73	160	125
Thornton 53	234	46	100	88
Thornton 54	465	103	196	166
Thornton 55	259	61	109	89
Thornton 56	286	74	99	113
Thornton 57	130	44	42	44
Thornton 58	332	87	130	115
Thornton 59	248	77	79	92
Thornton 60	224	47	94	83
Thornton 61	210	62	58	90
Thornton 62	77	27	16	34
Thornton 63	168	49	51	68
Thornton 64	335	72	156	107
Thornton 65	270	67	100	103
Thornton 66	495	109	218	168
Thornton 68	247	81	83	83
Thornton 69	281	54	109	118
Thornton 70	214	39	85	90
Thornton 71	221	58	82	81
Thornton 72	349	58	174	117
Thornton 73	483	104	192	187
Thornton 74	352	61	149	142
Thornton 75	352	60	156	136
Thornton 76	386	75	184	127
Thornton 77	523	115	214	194
Thornton 78	381	82	134	165
Thornton 79	404	87	181	136
Thornton 80	301	67	123	111
Thornton 81	308	82	108	118
Thornton 82	173	38	71	64
Thornton 83	494	99	224	171
Thornton 84	444	99	173	172
Thornton 85	317	81	101	135
Thornton 86	282	66	128	88
Thornton 87	497	114	201	182
Thornton 88	366	74	178	114
Thornton 89	482	94	226	162
Thornton 90	364	77	172	115
Thornton 91	316	74	139	103
Thornton 92	363	82	148	133
Thornton 93	272	64	106	102
Thornton 94	383	79	135	169
Thornton 95	264	50	85	129
Thornton 96	309	67	131	111
Thornton 97	128	35	42	51
Thornton 98	114	20	41	53
Thornton 99	293	70	115	108
Thornton 100	192	45	77	70
Thornton 101	356	80	128	148
Thornton 102	235	71	76	88
Thornton 103	244	52	94	98
Thornton 104	160	32	64	64
Thornton 105	349	81	157	111
Thornton 106	286	56	120	110
Thornton 107	474	105	218	151
Thornton 108	205	50	79	76
Thornton 109	286	52	109	125
Thornton 110	275	61	111	103
Thornton 111	292	74	81	137
Thornton 112	188	51	83	54
Thornton 113	195	32	63	100
Thornton 114	225	55	85	85
Thornton 115	337	80	147	110
Thornton 116	379	65	174	140
Thornton 117	304	78	105	121
Thornton 119	365	78	131	156
Thornton 120	530	125	199	206
Thornton 121	321	62	154	105
Thornton 122	450	87	197	166
Thornton 123	235	51	100	84
Wheeling 1	216	74	82	60
Wheeling 2	114	33	48	33
Wheeling 3	125	36	50	39
Wheeling 4	138	28	56	54
Wheeling 5	147	44	74	29
Wheeling 6	121	38	43	40
Wheeling 7	237	77	100	60
Wheeling 8	101	29	41	31
Wheeling 9	175	62	51	62
Wheeling 10	170	46	77	47
Wheeling 11	216	72	83	61
Wheeling 12	235	62	102	71
Wheeling 13	111	35	50	26
Wheeling 14	102	19	46	37
Wheeling 15	154	32	76	46
Wheeling 16	90	32	27	31
Wheeling 17	202	68	64	70
Wheeling 18	168	44	51	73
Wheeling 19	200	50	86	64
Wheeling 20	172	37	81	54
Wheeling 21	86	19	45	22
Wheeling 22	159	55	56	48
Wheeling 23	107	29	42	36
Wheeling 24	95	19	38	38
Wheeling 25	242	72	93	77
Wheeling 26	186	49	85	52
Wheeling 27	242	88	83	71
Wheeling 28	208	63	87	58
Wheeling 29	97	31	40	26
Wheeling 30	186	44	84	58
Wheeling 31	116	41	44	31
Wheeling 32	101	24	47	30
Wheeling 33	146	44	53	49
Wheeling 34	166	51	71	44
Wheeling 35	147	47	56	44
Wheeling 36	229	63	101	65
Wheeling 37	305	90	101	114
Wheeling 38	241	75	87	79
Wheeling 39	217	49	90	78
Wheeling 40	153	54	59	40
Wheeling 41	231	66	86	79
Wheeling 42	225	75	75	75
Wheeling 43	153	54	62	37
Wheeling 44	172	51	70	51
Wheeling 45	155	49	51	55
Wheeling 46	239	56	106	77
Wheeling 47	149	38	51	60
Wheeling 48	146	39	60	47
Wheeling 49	261	69	114	78
Wheeling 50	177	57	61	59
Wheeling 51	195	61	72	62
Wheeling 52	129	40	50	39
Wheeling 53	135	43	49	43
Wheeling 54	149	34	68	47
Wheeling 55	184	68	63	53
Wheeling 56	156	57	55	44
Wheeling 57	159	40	70	49
Wheeling 58	141	33	62	46
Wheeling 59	177	57	63	57
Wheeling 60	150	38	62	50
Wheeling 61	147	48	59	40
Wheeling 62	218	66	71	81
Wheeling 63	156	50	53	53
Wheeling 64	243	68	100	75
Wheeling 65	216	55	85	76
Wheeling 66	224	57	103	64
Wheeling 67	116	28	52	36
Wheeling 68	61	18	24	19
Wheeling 69	153	39	67	47
Wheeling 70	268	86	97	85
Wheeling 71	235	59	103	73
Wheeling 72	183	52	74	57
Wheeling 73	166	44	79	43
Wheeling 74	128	41	45	42
Wheeling 75	179	44	81	54
Wheeling 76	268	116	90	62
Wheeling 77	87	31	29	27
Wheeling 78	244	62	106	76
Wheeling 79	176	51	76	49
Wheeling 80	209	73	65	71
Wheeling 81	129	41	44	44
Wheeling 82	198	55	68	75
Wheeling 83	239	65	108	66
Wheeling 84	298	106	93	99
Wheeling 85	142	48	51	43
Wheeling 86	172	46	66	60
Wheeling 87	152	43	55	54
Wheeling 88	173	67	53	53
Wheeling 89	135	46	53	36
Wheeling 90	162	55	58	49
Wheeling 91	206	67	70	69
Wheeling 92	226	70	99	57
Worth 1	129	37	36	56
Worth 2	255	70	77	108
Worth 3	238	59	69	110
Worth 4	351	117	92	142
Worth 5	250	54	69	127
Worth 6	197	45	72	80
Worth 7	131	20	54	57
Worth 8	312	70	89	153
Worth 9	278	56	62	160
Worth 10	309	73	70	166
Worth 11	240	60	61	119
Worth 12	157	33	48	76
Worth 13	279	46	73	160
Worth 14	295	86	87	122
Worth 15	349	88	98	163
Worth 16	295	58	79	158
Worth 17	324	94	108	122
Worth 18	112	26	33	53
Worth 19	285	65	118	102
Worth 20	178	55	53	70
Worth 21	318	82	97	139
Worth 22	190	46	60	84
Worth 23	192	51	58	83
Worth 24	174	68	37	69
Worth 25	264	65	72	127
Worth 26	154	51	42	61
Worth 27	180	39	54	87
Worth 28	159	25	51	83
Worth 29	251	54	87	110
Worth 30	236	62	49	125
Worth 31	368	93	105	170
Worth 32	162	33	33	96
Worth 33	196	57	55	84
Worth 34	266	58	73	135
Worth 35	225	47	67	111
Worth 36	285	69	71	145
Worth 37	239	67	68	104
Worth 38	314	76	107	131
Worth 39	256	45	49	162
Worth 40	264	71	87	106
Worth 41	142	23	26	93
Worth 42	177	56	49	72
Worth 43	268	56	98	114
Worth 44	124	30	32	62
Worth 45	210	22	39	149
Worth 46	249	69	72	108
Worth 47	115	23	30	62
Worth 48	140	27	38	75
Worth 49	139	26	43	70
Worth 50	190	46	63	81
Worth 51	147	41	45	61
Worth 52	132	28	32	72
Worth 53	242	53	75	114
Worth 54	288	56	68	164
Worth 55	164	35	59	70
Worth 56	191	34	52	105
Worth 57	277	56	87	134
Worth 58	256	63	75	118
Worth 59	456	118	153	185
Worth 60	128	32	38	58
Worth 61	181	40	38	103
Worth 62	129	27	28	74
Worth 63	247	68	55	124
Worth 64	227	46	74	107
Worth 65	248	42	74	132
Worth 66	147	30	46	71
Worth 67	96	22	32	42
Worth 68	241	69	67	105
Worth 69	354	97	99	158
Worth 70	280	52	68	160
Worth 71	157	47	33	77
Worth 72	273	58	73	142
Worth 73	154	34	38	82
Worth 74	114	30	31	53
Worth 75	287	66	68	153
Worth 76	132	42	38	52
Worth 77	243	54	65	124
Worth 78	292	67	81	144
Worth 79	94	20	36	38
Worth 80	358	87	114	157
Worth 81	130	31	41	58
Worth 82	217	67	50	100
Worth 83	119	30	32	57
Worth 84	241	39	66	136
Worth 85	217	48	61	108
Worth 86	224	48	76	100
Worth 87	203	53	66	84
Worth 88	143	36	34	73
Worth 89	197	47	67	83
Worth 90	259	78	68	113
Worth 91	108	25	30	53
Worth 92	238	53	62	123
Worth 93	133	30	42	61
Worth 94	251	54	70	127
Worth 95	135	39	45	51
Worth 96	336	95	107	134
Worth 97	251	78	90	83
Worth 98	272	78	70	124
Worth 99	103	18	25	60
Worth 100	237	42	63	132
