Precinct	total_votes	votes|Richard J. Durbin	votes|Mark C. Curran Jr.	votes|Willie L. Wilson	votes|David F. Black	votes|Danny Malouf
45035	651	443	139	49	10	10
45036	635	409	156	60	5	5
45037	593	356	164	57	9	7
45038	603	394	151	36	10	12
45039	600	354	185	48	6	7
45040	548	318	162	47	9	12
45041	554	319	153	64	7	11
45042	551	308	176	60	3	4
45043	611	305	229	61	8	8
45044	574	305	187	75	5	2
45045	408	197	162	40	4	5
45046	471	260	165	32	3	11
45047	438	238	146	44	6	4
45048	508	237	190	74	3	4
46001	512	415	50	32	9	6
46002	669	567	51	29	15	7
46003	823	679	104	23	13	4
46004	649	548	47	35	12	7
46005	942	767	122	22	16	15
46006	653	559	48	23	18	5
46007	732	589	114	20	7	2
46008	519	429	46	29	8	7
46009	769	667	64	15	16	7
46010	1233	1037	143	23	18	12
46011	738	559	127	36	8	8
46012	752	662	52	17	12	9
46013	750	626	81	24	10	9
46014	796	657	75	55	6	3
46015	748	623	98	8	5	14
46016	751	654	56	18	16	7
46017	776	616	108	34	11	7
46018	833	655	135	19	12	12
46019	499	395	79	14	4	7
46020	597	498	37	50	6	6
46021	545	419	80	21	14	11
46022	519	434	36	33	14	2
46023	615	534	34	40	5	2
46024	891	742	108	12	13	16
46025	663	575	37	36	12	3
46026	985	835	82	31	27	10
46027	916	763	99	24	17	13
46028	661	544	90	19	6	2
46029	585	470	72	25	11	7
46030	764	643	77	32	8	4
46031	734	638	66	16	5	9
46032	700	571	58	54	10	7
46033	774	653	93	10	12	6
46034	883	757	77	21	12	16
46035	808	689	68	33	10	8
46036	679	534	118	12	8	7
46037	592	503	46	31	8	4
46038	847	732	64	23	16	12
46039	699	558	113	12	10	6
46040	580	489	50	29	9	3
47001	508	409	77	7	6	9
47002	737	587	114	20	11	5
47003	682	544	104	20	4	10
47004	875	711	121	29	13	1
47005	770	644	76	25	20	5
47006	883	745	105	18	10	5
47007	695	557	100	21	11	6
47008	729	590	98	27	6	8
47009	733	578	112	18	14	11
47010	868	750	73	22	15	8
47011	771	619	113	25	7	7
47012	783	660	77	18	14	14
47013	696	570	79	16	21	10
47014	664	542	93	13	7	9
47015	853	771	50	9	17	6
47016	710	579	85	23	17	6
47017	729	577	112	20	14	6
47018	728	574	109	22	13	10
47019	1115	996	73	17	24	5
47020	729	623	73	16	8	9
47021	686	582	69	11	17	7
47022	769	634	91	28	9	7
47023	791	704	54	10	20	3
47024	795	675	85	15	14	6
47025	902	755	102	23	13	9
47026	954	853	58	17	13	13
47027	648	529	93	10	8	8
47028	678	561	85	14	11	7
47029	838	671	125	17	13	12
47030	885	779	68	21	10	7
47031	753	649	58	19	15	12
47032	865	764	62	14	17	8
47033	757	605	116	18	12	6
47034	742	626	71	17	21	7
47035	743	594	116	17	9	7
47036	810	701	77	9	15	8
47037	696	592	74	13	10	7
47038	743	609	81	18	20	15
47039	721	613	71	14	15	8
47040	681	581	61	21	12	6
47041	793	690	79	7	10	7
47042	682	590	53	20	14	5
47043	679	539	105	21	7	7
47044	712	556	100	36	9	11
47045	653	564	54	21	8	6
47046	768	586	138	25	10	9
47047	900	734	127	20	8	11
47048	59	43	8	7	0	1
48001	667	588	44	16	11	8
48002	308	255	36	10	4	3
48003	791	654	72	37	18	10
48004	664	597	40	7	18	2
48005	383	322	44	5	9	3
48006	832	694	78	35	15	10
48007	705	641	41	8	10	5
48008	362	293	55	5	7	2
48009	478	354	98	16	3	7
48010	922	843	50	11	16	2
48011	547	498	34	5	7	3
48012	839	728	63	33	10	5
48013	879	708	120	38	7	6
48014	338	264	55	14	2	3
48015	440	347	59	22	5	7
48016	744	609	69	51	7	8
48017	595	494	54	31	12	4
48018	489	378	57	42	5	7
48019	467	409	32	16	7	3
48020	705	620	49	18	15	3
48021	908	731	92	54	18	13
48022	544	434	84	14	10	2
48023	653	527	92	23	6	5
48024	829	596	169	43	16	5
48025	550	478	45	12	12	3
48026	336	274	44	10	6	2
48027	659	557	55	16	21	10
48028	847	597	186	43	16	5
48029	314	268	32	11	1	2
48030	563	499	40	15	4	5
48031	967	801	85	50	24	7
48032	739	624	63	31	13	8
48033	369	312	48	5	1	3
48034	587	509	42	19	11	6
48035	451	329	64	48	6	4
48036	384	317	54	8	2	3
48037	720	616	51	30	18	5
48038	679	581	66	19	8	5
48039	530	430	79	11	7	3
48040	585	523	37	8	9	8
48041	869	754	59	25	23	8
48042	724	665	25	12	17	5
48043	784	662	70	28	17	7
48044	823	746	55	5	15	2
48045	487	429	27	14	12	5
48046	444	371	56	13	4	0
49001	445	378	13	43	8	3
49002	418	376	16	13	11	2
49003	823	719	47	35	17	5
49004	867	742	49	32	31	13
49005	632	534	37	40	13	8
49006	598	512	40	22	18	6
49007	564	478	54	17	9	6
49008	605	512	43	40	4	6
49009	702	591	59	24	15	13
49010	749	625	64	31	18	11
49011	865	766	47	34	11	7
49012	819	702	64	23	22	8
49013	793	683	63	27	13	7
49014	556	477	39	27	10	3
49015	515	444	37	23	10	1
49016	655	543	48	34	22	8
49017	561	436	72	40	10	3
49018	838	732	47	32	23	4
49019	647	560	32	39	11	5
49020	1002	868	61	35	32	6
49021	431	361	40	24	1	5
49022	727	583	61	48	24	11
49023	877	730	69	37	28	13
49024	559	489	28	27	12	3
49025	859	745	71	22	13	8
49026	805	668	75	30	23	9
49027	773	663	53	31	15	11
49028	956	822	60	26	30	18
49029	820	696	58	36	23	7
49030	741	619	63	33	18	8
49031	514	415	34	52	7	6
49032	650	551	31	51	12	5
49033	531	449	32	35	8	7
50001	584	302	246	23	5	8
50002	367	215	129	9	6	8
50003	516	287	214	9	4	2
50004	648	456	153	28	6	5
50005	434	200	218	11	3	2
50006	600	445	115	25	7	8
50007	616	522	60	22	7	5
50008	549	447	59	32	8	3
50009	479	338	115	16	5	5
50010	655	350	261	26	10	8
50011	425	143	264	13	2	3
50012	260	149	94	10	2	5
50013	667	517	88	41	11	10
50014	198	104	82	8	1	3
50015	634	498	94	34	5	3
50016	196	113	76	2	3	2
50017	627	396	192	25	8	6
50018	111	55	49	2	2	3
50019	437	349	60	18	8	2
50020	572	431	118	13	7	3
50021	506	374	108	17	5	2
50022	546	314	206	15	7	4
50023	438	265	146	18	7	2
50024	483	195	264	17	3	4
50025	604	269	306	26	2	1
50026	635	439	157	34	2	3
50027	211	125	75	8	1	2
50028	589	456	82	37	9	5
50029	580	471	79	17	10	3
50030	451	368	51	20	6	6
50031	735	594	73	47	13	8
50032	664	546	76	26	6	10
50033	460	206	238	6	3	7
50034	742	489	208	25	9	11
50035	706	578	85	25	11	7
50036	557	420	105	18	12	2
50037	579	458	64	45	9	3
50038	236	148	74	7	3	4
50039	404	237	143	18	4	2
50040	593	218	355	15	3	2
Barrington 1	843	402	416	15	6	4
Barrington 2	759	426	308	9	5	11
Barrington 3	984	404	555	7	10	8
Barrington 4	1298	586	662	25	7	18
Barrington 5	938	302	602	15	7	12
Barrington 6	1041	577	426	18	9	11
Barrington 7	290	106	168	5	6	5
Barrington 8	1404	632	734	22	7	9
Barrington 9	603	304	279	13	5	2
Barrington 10	1171	646	481	20	9	15
Barrington 11	746	302	415	11	5	13
Berwyn Ward 1 Precinct 1	526	380	92	40	8	6
Berwyn Ward 1 Precinct 2	586	431	105	29	12	9
Berwyn Ward 1 Precinct 3	895	656	163	55	12	9
Berwyn Ward 1 Precinct 4	531	388	98	33	8	4
Berwyn Ward 1 Precinct 5	511	362	102	30	5	12
Berwyn Ward 2 Precinct 1	381	275	56	39	10	1
Berwyn Ward 2 Precinct 2	594	430	107	41	11	5
Berwyn Ward 2 Precinct 3	837	595	168	57	11	6
Berwyn Ward 2 Precinct 4	1037	780	174	54	16	13
Berwyn Ward 3 Precinct 1	598	425	100	49	8	16
Berwyn Ward 3 Precinct 2	445	308	97	27	9	4
Berwyn Ward 3 Precinct 3	504	363	100	29	6	6
Berwyn Ward 3 Precinct 4	651	484	122	34	8	3
Berwyn Ward 3 Precinct 5	807	581	136	60	18	12
Berwyn Ward 4 Precinct 1	457	324	89	26	12	6
Berwyn Ward 4 Precinct 2	687	509	107	55	6	10
Berwyn Ward 4 Precinct 3	836	626	139	45	13	13
Berwyn Ward 4 Precinct 4	415	306	65	35	4	5
Berwyn Ward 5 Precinct 1	1002	804	126	59	5	8
Berwyn Ward 5 Precinct 2	604	460	78	43	17	6
Berwyn Ward 5 Precinct 3	527	389	80	43	8	7
Berwyn Ward 6 Precinct 1	339	237	58	28	10	6
Berwyn Ward 6 Precinct 2	475	321	76	57	13	8
Berwyn Ward 6 Precinct 3	646	490	85	49	12	10
Berwyn Ward 6 Precinct 4	735	575	76	66	11	7
Berwyn Ward 7 Precinct 1	567	411	80	61	12	3
Berwyn Ward 7 Precinct 2	573	437	85	41	6	4
Berwyn Ward 7 Precinct 3	741	548	124	50	15	4
Berwyn Ward 7 Precinct 4	823	615	124	59	15	10
Berwyn Ward 8 Precinct 1	1073	804	152	77	21	19
Berwyn Ward 8 Precinct 2	667	502	98	44	12	11
Berwyn Ward 8 Precinct 3	361	282	54	15	6	4
Bloom 1	818	605	159	42	6	6
Bloom 2	782	549	161	58	5	9
Bloom 3	523	343	110	63	4	3
Bloom 4	549	422	41	71	4	11
Bloom 5	491	303	138	42	4	4
Bloom 6	216	169	9	32	2	4
Bloom 7	734	435	189	99	6	5
Bloom 8	740	412	254	55	7	12
Bloom 9	681	370	249	47	8	7
Bloom 10	214	170	4	39	1	0
Bloom 11	494	249	192	39	7	7
Bloom 12	638	483	78	67	4	6
Bloom 13	1010	791	118	83	6	12
Bloom 14	992	687	191	99	6	9
Bloom 15	602	385	147	59	8	3
Bloom 16	654	463	121	66	2	2
Bloom 17	529	398	39	86	3	3
Bloom 18	585	391	130	55	5	4
Bloom 19	636	495	78	54	6	3
Bloom 20	618	403	157	49	3	6
Bloom 21	143	102	6	33	2	0
Bloom 22	549	393	88	59	9	0
Bloom 23	618	466	39	105	5	3
Bloom 24	1181	832	154	169	10	16
Bloom 25	459	335	65	52	3	4
Bloom 26	504	322	109	66	3	4
Bloom 27	658	486	77	85	6	4
Bloom 28	670	434	159	70	2	5
Bloom 29	258	205	5	43	3	2
Bloom 30	800	610	89	85	7	9
Bloom 31	639	351	207	75	2	4
Bloom 32	491	380	47	57	5	2
Bloom 33	545	425	46	65	7	2
Bloom 34	389	305	38	38	6	2
Bloom 35	335	254	44	25	7	5
Bloom 36	825	645	45	130	2	3
Bloom 37	363	289	23	48	1	2
Bloom 38	1477	1152	110	205	5	5
Bloom 39	481	361	53	57	4	6
Bloom 40	435	341	50	36	3	5
Bloom 41	799	643	51	98	4	3
Bloom 42	590	480	55	51	2	2
Bloom 43	586	482	25	74	4	1
Bloom 44	775	508	204	56	5	2
Bloom 45	897	690	75	126	4	2
Bloom 46	491	357	69	59	2	4
Bloom 47	887	577	219	74	5	12
Bloom 48	515	394	58	55	5	3
Bloom 49	630	540	15	68	4	3
Bloom 50	624	467	97	50	6	4
Bloom 51	319	250	22	37	7	3
Bloom 52	451	363	17	66	2	3
Bloom 53	333	216	74	41	0	2
Bloom 54	663	451	140	58	6	8
Bloom 55	552	423	54	65	5	5
Bloom 56	596	358	183	47	4	4
Bloom 57	623	411	141	68	2	1
Bloom 58	449	340	41	56	8	4
Bloom 59	495	360	74	54	5	2
Bloom 60	546	451	21	65	6	3
Bloom 61	620	354	203	55	5	3
Bremen 1	562	410	21	116	11	4
Bremen 2	747	368	324	37	8	10
Bremen 3	663	340	253	45	11	14
Bremen 4	665	380	226	41	8	10
Bremen 5	516	324	152	30	6	4
Bremen 6	523	318	135	45	11	14
Bremen 7	390	309	26	50	1	4
Bremen 8	474	371	20	78	3	2
Bremen 9	555	284	223	30	9	9
Bremen 10	853	407	381	46	6	13
Bremen 11	808	427	312	42	8	19
Bremen 12	515	393	37	75	5	5
Bremen 13	709	413	231	54	4	7
Bremen 14	506	342	108	44	6	6
Bremen 15	484	330	88	54	7	5
Bremen 16	693	293	339	41	6	14
Bremen 17	473	375	14	79	4	1
Bremen 18	956	478	391	61	13	13
Bremen 19	217	163	6	43	4	1
Bremen 20	488	251	197	20	10	10
Bremen 21	729	511	122	84	9	3
Bremen 22	582	278	242	43	8	11
Bremen 23	173	143	3	25	1	1
Bremen 24	560	238	274	32	7	9
Bremen 25	811	442	292	46	12	19
Bremen 26	568	454	60	46	4	4
Bremen 27	744	421	248	48	16	11
Bremen 28	522	269	191	45	6	11
Bremen 29	880	708	30	134	4	4
Bremen 30	683	304	312	48	12	7
Bremen 31	579	471	31	69	6	2
Bremen 32	509	407	23	76	3	0
Bremen 33	639	315	282	27	5	10
Bremen 34	910	420	427	46	6	11
Bremen 35	392	319	3	65	4	1
Bremen 36	499	217	253	18	3	8
Bremen 37	310	224	16	60	4	6
Bremen 38	466	379	12	74	1	0
Bremen 39	273	206	9	52	6	0
Bremen 40	932	736	52	133	5	6
Bremen 41	424	222	163	32	4	3
Bremen 42	913	467	387	38	7	14
Bremen 43	506	354	103	35	6	8
Bremen 44	482	367	24	87	1	3
Bremen 45	315	238	11	59	2	5
Bremen 46	664	289	335	26	8	6
Bremen 47	519	427	14	68	5	5
Bremen 48	468	379	18	68	3	0
Bremen 49	473	384	13	72	3	1
Bremen 50	741	347	348	35	4	7
Bremen 51	720	559	25	131	3	2
Bremen 52	569	328	209	23	4	5
Bremen 53	444	223	179	32	5	5
Bremen 54	587	260	280	31	8	8
Bremen 55	550	397	92	51	4	6
Bremen 56	636	508	29	88	8	3
Bremen 57	720	291	364	43	10	12
Bremen 58	799	381	357	41	10	10
Bremen 59	644	363	248	22	6	5
Bremen 60	579	284	241	36	8	10
Bremen 61	647	323	259	41	12	12
Bremen 62	740	405	270	51	3	11
Bremen 63	778	618	38	110	8	4
Bremen 64	824	414	349	42	6	13
Bremen 65	241	198	2	40	1	0
Bremen 66	446	384	3	53	3	3
Bremen 67	923	417	442	39	9	16
Bremen 68	441	179	223	27	5	7
Bremen 69	683	409	197	63	4	10
Bremen 70	409	337	15	52	3	2
Bremen 71	432	349	17	62	0	4
Bremen 72	468	244	202	13	5	4
Bremen 73	692	395	227	48	6	16
Bremen 74	808	487	242	55	5	19
Bremen 75	750	574	106	58	5	7
Bremen 76	557	265	238	35	9	10
Bremen 77	1004	513	404	64	6	17
Bremen 78	541	427	18	84	6	6
Bremen 79	709	306	351	41	7	4
Bremen 80	555	475	6	70	1	3
Calumet 1	633	494	58	66	11	4
Calumet 2	571	435	75	40	15	6
Calumet 3	631	505	24	99	3	0
Calumet 4	516	390	11	111	2	2
Calumet 5	527	388	13	116	8	2
Calumet 6	905	711	57	119	9	9
Calumet 7	662	507	61	73	13	8
Calumet 8	402	305	41	46	6	4
Calumet 9	452	355	10	80	5	2
Calumet 10	657	524	17	111	4	1
Calumet 11	827	662	11	143	6	5
Calumet 12	450	355	12	79	3	1
Cicero 1	822	587	76	137	16	6
Cicero 2	369	284	48	27	3	7
Cicero 3	483	372	47	54	7	3
Cicero 4	578	458	67	40	7	6
Cicero 5	770	497	115	140	13	5
Cicero 6	647	461	80	93	7	6
Cicero 7	402	318	31	43	4	6
Cicero 8	338	255	37	39	5	2
Cicero 9	659	522	71	46	7	13
Cicero 10	694	517	78	76	16	7
Cicero 11	673	473	102	81	12	5
Cicero 12	492	342	56	73	10	11
Cicero 13	592	357	86	140	6	3
Cicero 14	588	427	80	64	11	6
Cicero 15	682	496	65	95	16	10
Cicero 16	500	370	63	54	8	5
Cicero 17	756	592	75	72	11	6
Cicero 18	443	358	43	26	8	8
Cicero 19	853	611	109	108	10	15
Cicero 20	450	328	49	65	4	4
Cicero 21	626	468	75	74	2	7
Cicero 22	520	370	51	80	9	10
Cicero 23	840	604	94	115	15	12
Cicero 24	765	584	82	75	18	6
Cicero 25	583	455	55	51	12	10
Cicero 26	478	323	43	91	10	11
Cicero 27	728	565	80	69	8	6
Cicero 28	669	521	65	63	11	9
Cicero 29	616	475	46	73	8	14
Cicero 30	515	435	28	35	11	6
Cicero 31	483	371	59	41	7	5
Cicero 32	516	384	57	60	7	8
Elk Grove 1	671	422	215	15	9	10
Elk Grove 2	655	424	189	20	11	11
Elk Grove 3	853	486	314	34	7	12
Elk Grove 4	810	471	291	25	8	15
Elk Grove 5	1017	597	374	23	13	10
Elk Grove 6	543	341	175	17	4	6
Elk Grove 7	857	481	338	22	6	10
Elk Grove 8	678	339	309	23	1	6
Elk Grove 9	724	356	321	28	8	11
Elk Grove 10	1069	598	423	34	7	7
Elk Grove 11	858	464	363	20	4	7
Elk Grove 12	491	219	245	17	5	5
Elk Grove 13	723	431	247	16	12	17
Elk Grove 14	902	481	379	19	11	12
Elk Grove 15	648	341	278	16	5	8
Elk Grove 16	813	416	382	9	3	3
Elk Grove 17	732	412	273	22	8	17
Elk Grove 18	1032	582	382	46	8	14
Elk Grove 19	976	515	414	30	11	6
Elk Grove 20	813	423	349	28	9	4
Elk Grove 21	692	410	248	16	3	15
Elk Grove 22	823	520	255	31	8	9
Elk Grove 23	1157	641	474	22	7	13
Elk Grove 24	712	368	302	26	5	11
Elk Grove 25	661	354	286	13	4	4
Elk Grove 26	638	329	283	18	2	6
Elk Grove 27	947	463	445	24	8	7
Elk Grove 28	806	538	232	15	8	13
Elk Grove 29	702	371	299	18	9	5
Elk Grove 30	702	365	285	38	3	11
Elk Grove 31	500	288	179	21	7	5
Elk Grove 32	579	345	202	15	8	9
Elk Grove 33	492	233	226	23	5	5
Elk Grove 34	1287	766	473	25	12	11
Elk Grove 35	720	402	275	21	10	12
Elk Grove 36	578	432	119	14	7	6
Elk Grove 37	956	484	422	24	14	12
Elk Grove 38	540	389	113	24	6	8
Elk Grove 39	1077	648	380	23	15	11
Elk Grove 40	764	427	282	28	10	17
Elk Grove 41	567	277	265	17	4	4
Elk Grove 42	634	386	199	22	15	12
Elk Grove 43	714	400	286	17	4	7
Elk Grove 44	647	304	304	18	12	9
Elk Grove 45	642	325	288	15	3	11
Elk Grove 46	563	263	278	11	5	6
Elk Grove 47	913	492	374	27	4	16
Elk Grove 48	473	280	185	7	1	0
Elk Grove 49	941	553	341	35	2	10
Elk Grove 50	455	257	178	11	3	6
Elk Grove 51	1025	491	476	45	7	6
Elk Grove 52	343	235	92	6	6	4
Evanston Ward 1 Precinct 1	211	195	9	2	3	2
Evanston Ward 1 Precinct 2	905	764	109	24	2	6
Evanston Ward 1 Precinct 3	788	664	93	19	6	6
Evanston Ward 1 Precinct 4	1101	977	101	18	2	3
Evanston Ward 2 Precinct 1	1554	1305	176	37	20	16
Evanston Ward 2 Precinct 2	586	524	22	21	8	11
Evanston Ward 2 Precinct 3	770	673	25	58	11	3
Evanston Ward 2 Precinct 4	1037	930	43	41	17	6
Evanston Ward 2 Precinct 5	703	614	34	42	8	5
Evanston Ward 3 Precinct 1	905	800	86	9	7	3
Evanston Ward 3 Precinct 2	1019	877	106	13	14	9
Evanston Ward 3 Precinct 3	868	774	62	12	11	9
Evanston Ward 3 Precinct 4	438	379	37	11	7	4
Evanston Ward 3 Precinct 5	970	829	103	10	15	13
Evanston Ward 3 Precinct 6	822	731	63	8	11	9
Evanston Ward 3 Precinct 7	715	644	50	8	6	7
Evanston Ward 4 Precinct 1	447	400	33	6	6	2
Evanston Ward 4 Precinct 2	736	635	61	20	13	7
Evanston Ward 4 Precinct 3	688	567	92	14	7	8
Evanston Ward 4 Precinct 4	1139	1020	88	13	11	7
Evanston Ward 4 Precinct 5	453	390	45	10	6	2
Evanston Ward 4 Precinct 6	1019	869	112	16	16	6
Evanston Ward 5 Precinct 1	741	621	25	81	11	3
Evanston Ward 5 Precinct 2	1017	876	90	19	22	10
Evanston Ward 5 Precinct 3	740	652	22	52	10	4
Evanston Ward 5 Precinct 4	469	403	13	41	8	4
Evanston Ward 6 Precinct 1	1216	999	192	8	12	5
Evanston Ward 6 Precinct 2	631	555	66	5	3	2
Evanston Ward 6 Precinct 3	640	548	63	11	9	9
Evanston Ward 6 Precinct 4	847	746	85	6	5	5
Evanston Ward 6 Precinct 5	1096	918	142	12	12	12
Evanston Ward 6 Precinct 6	650	527	112	2	2	7
Evanston Ward 6 Precinct 7	1001	886	87	8	10	10
Evanston Ward 7 Precinct 1	1201	1044	110	18	18	11
Evanston Ward 7 Precinct 2	1302	1105	151	29	10	7
Evanston Ward 7 Precinct 3	142	121	13	0	5	3
Evanston Ward 7 Precinct 4	555	492	46	9	3	5
Evanston Ward 7 Precinct 5	1079	923	131	8	10	7
Evanston Ward 7 Precinct 6	14	14	0	0	0	0
Evanston Ward 8 Precinct 1	943	835	53	36	12	7
Evanston Ward 8 Precinct 2	720	626	47	37	4	6
Evanston Ward 8 Precinct 3	619	531	39	36	10	3
Evanston Ward 8 Precinct 4	769	663	54	22	18	12
Evanston Ward 8 Precinct 5	1019	872	79	46	16	6
Evanston Ward 9 Precinct 1	666	580	41	22	17	6
Evanston Ward 9 Precinct 2	719	644	45	13	16	1
Evanston Ward 9 Precinct 3	1056	938	75	23	13	7
Evanston Ward 9 Precinct 4	891	783	72	27	8	1
Evanston Ward 9 Precinct 5	565	496	51	6	7	5
Evanston Ward 9 Precinct 6	746	633	71	22	12	8
Hanover 1	1238	770	422	24	6	16
Hanover 2	890	515	333	27	7	8
Hanover 3	355	230	96	11	10	8
Hanover 4	856	515	286	33	9	13
Hanover 5	841	493	309	21	8	10
Hanover 6	646	407	200	21	8	10
Hanover 7	812	507	267	19	3	16
Hanover 8	725	424	256	23	8	14
Hanover 9	796	446	305	22	7	16
Hanover 10	436	276	135	8	6	11
Hanover 11	793	515	210	37	14	17
Hanover 12	582	403	138	19	14	8
Hanover 13	557	352	174	16	10	5
Hanover 14	1037	618	371	25	11	12
Hanover 15	667	448	186	15	8	10
Hanover 16	1123	624	443	35	10	11
Hanover 17	653	372	244	17	6	14
Hanover 18	781	523	219	20	10	9
Hanover 19	710	342	333	18	6	11
Hanover 20	1379	796	521	28	17	17
Hanover 21	556	308	217	15	8	8
Hanover 22	731	448	252	14	9	8
Hanover 23	850	504	304	25	7	10
Hanover 24	809	558	193	24	14	20
Hanover 25	760	439	277	23	8	13
Hanover 26	1167	638	470	33	13	13
Hanover 27	2644	1599	956	47	21	21
Hanover 28	1121	666	406	24	13	12
Hanover 29	476	341	104	21	4	6
Hanover 30	771	447	269	25	14	16
Hanover 31	631	308	301	13	2	7
Hanover 32	664	455	180	14	8	7
Hanover 33	837	528	260	19	19	11
Hanover 34	935	590	282	35	11	17
Hanover 35	783	553	180	28	9	13
Hanover 36	654	391	224	25	5	9
Hanover 37	1058	637	366	31	13	11
Hanover 38	938	526	367	27	9	9
Hanover 39	956	579	335	24	7	11
Hanover 40	929	531	345	23	16	14
Hanover 41	1072	648	363	28	12	21
Hanover 42	874	449	383	20	8	14
Hanover 43	901	539	305	31	11	15
Hanover 44	947	490	406	33	6	12
Lemont 1	959	338	558	38	9	16
Lemont 2	648	272	337	30	3	6
Lemont 3	1024	359	607	41	8	9
Lemont 4	867	309	497	47	4	10
Lemont 5	916	382	460	41	14	19
Lemont 6	947	374	518	29	11	15
Lemont 7	726	336	338	31	16	5
Lemont 8	995	449	479	45	10	12
Lemont 9	565	185	353	21	3	3
Lemont 10	673	320	304	29	9	11
Lemont 11	1184	470	665	29	7	13
Lemont 12	1364	506	786	42	9	21
Lemont 13	1245	431	748	46	8	12
Lemont 14	895	304	559	22	4	6
Leyden 1	558	335	181	25	9	8
Leyden 2	426	225	178	12	6	5
Leyden 3	866	487	320	38	15	6
Leyden 4	649	416	187	25	12	9
Leyden 5	692	418	213	40	8	13
Leyden 6	907	552	274	63	3	15
Leyden 7	388	214	133	26	5	10
Leyden 8	836	510	277	34	6	9
Leyden 9	933	508	369	45	8	3
Leyden 10	988	603	298	64	14	9
Leyden 11	803	412	325	48	9	9
Leyden 12	795	204	561	24	2	4
Leyden 13	824	525	232	45	8	14
Leyden 14	619	354	210	39	7	9
Leyden 15	789	479	237	50	9	14
Leyden 16	841	525	256	37	15	8
Leyden 17	628	331	261	25	6	5
Leyden 18	483	276	168	28	4	7
Leyden 19	835	479	280	53	17	6
Leyden 20	387	212	136	27	7	5
Leyden 21	445	361	53	21	4	6
Leyden 22	527	252	233	33	1	8
Leyden 23	1229	646	504	60	9	10
Leyden 24	788	526	201	40	12	9
Leyden 25	557	251	277	19	5	5
Leyden 26	1157	625	453	65	5	9
Leyden 27	199	104	81	9	5	0
Leyden 28	426	270	134	13	6	3
Leyden 29	489	331	110	33	8	7
Leyden 30	945	503	376	38	13	15
Leyden 31	822	556	200	41	13	12
Leyden 32	882	500	311	45	14	12
Leyden 33	768	451	247	41	12	17
Leyden 34	647	383	216	31	11	6
Leyden 35	351	233	92	10	6	10
Leyden 36	716	432	223	39	4	18
Leyden 37	527	254	240	22	6	5
Leyden 38	313	149	149	3	5	7
Leyden 39	521	315	163	28	7	8
Leyden 40	679	400	220	34	12	13
Leyden 41	375	248	101	18	2	6
Leyden 42	786	307	412	56	5	6
Leyden 43	552	320	200	24	4	4
Leyden 44	683	365	274	31	3	10
Leyden 45	656	334	278	24	11	9
Leyden 46	686	402	237	23	17	7
Leyden 47	660	398	221	25	7	9
Leyden 48	775	512	206	36	8	13
Leyden 49	1087	596	407	58	10	16
Leyden 50	1004	630	294	56	15	9
Lyons 1	77	56	18	2	1	0
Lyons 2	591	379	168	27	5	12
Lyons 3	629	346	236	25	11	11
Lyons 4	1081	690	316	48	11	16
Lyons 5	763	444	275	33	4	7
Lyons 6	520	300	172	34	5	9
Lyons 7	696	529	111	41	10	5
Lyons 8	414	230	153	23	5	3
Lyons 9	845	588	215	27	6	9
Lyons 10	636	402	188	33	7	6
Lyons 11	556	353	173	19	4	7
Lyons 12	529	236	269	19	3	2
Lyons 13	327	270	11	39	3	4
Lyons 14	958	576	346	27	4	5
Lyons 15	824	494	283	26	10	11
Lyons 16	1367	890	394	49	8	26
Lyons 17	487	234	236	12	0	5
Lyons 18	636	409	202	19	4	2
Lyons 19	710	436	206	49	13	6
Lyons 20	1259	664	546	25	8	16
Lyons 21	1170	660	460	32	5	13
Lyons 22	478	312	128	25	6	7
Lyons 23	931	426	421	63	9	12
Lyons 24	623	320	267	22	5	9
Lyons 25	764	405	311	30	9	9
Lyons 26	508	256	222	19	6	5
Lyons 27	753	288	446	10	3	6
Lyons 28	1052	489	513	33	8	9
Lyons 29	703	303	333	45	6	16
Lyons 30	107	53	41	11	0	2
Lyons 31	682	333	292	40	8	9
Lyons 32	305	151	126	21	3	4
Lyons 33	281	147	112	15	3	4
Lyons 34	337	184	126	14	5	8
Lyons 35	716	267	400	32	5	12
Lyons 36	824	326	456	32	5	5
Lyons 37	503	296	163	33	7	4
Lyons 38	409	239	134	26	5	5
Lyons 39	746	407	314	15	2	8
Lyons 40	641	365	246	22	3	5
Lyons 41	492	210	262	10	7	3
Lyons 42	724	380	305	21	5	13
Lyons 43	639	362	246	20	4	7
Lyons 44	1157	581	521	44	4	7
Lyons 45	1034	641	292	61	15	25
Lyons 46	649	290	327	24	5	3
Lyons 47	747	449	271	20	2	5
Lyons 48	679	369	268	30	8	4
Lyons 49	476	189	240	34	6	7
Lyons 50	865	545	284	20	8	8
Lyons 51	625	326	251	26	14	8
Lyons 52	838	457	323	38	15	5
Lyons 53	762	363	364	28	2	5
Lyons 54	397	229	150	14	2	2
Lyons 55	842	368	433	32	2	7
Lyons 56	993	676	244	56	2	15
Lyons 57	763	548	142	47	15	11
Lyons 58	675	334	280	37	12	12
Lyons 59	618	389	179	35	8	7
Lyons 60	1003	784	95	93	26	5
Lyons 61	740	389	313	28	6	4
Lyons 62	355	133	206	15	0	1
Lyons 63	1092	463	577	31	10	11
Lyons 64	678	408	216	31	16	7
Lyons 65	948	478	400	50	9	11
Lyons 66	450	291	127	24	5	3
